Subsystem Hierarchy 1	Subsystem Hierarchy 2	Subsystem Name	# Hits
Clustering-based subsystems	Clustering-based subsystems	CBSS-316057.3.peg.1294	15
Clustering-based subsystems	Clustering-based subsystems	CBSS-316057.3.peg.3521	28
Clustering-based subsystems	Clustering-based subsystems	CBSS-316273.3.peg.227	118
Clustering-based subsystems	Clustering-based subsystems	CBSS-316279.3.peg.746	20
Clustering-based subsystems	Clustering-based subsystems	CBSS-316407.3.peg.2816	11
Clustering-based subsystems	Clustering-based subsystems	CBSS-320372.3.peg.6046	60
Clustering-based subsystems	Clustering-based subsystems	CBSS-323097.3.peg.2594	18
Clustering-based subsystems	Clustering-based subsystems	CBSS-335283.3.peg.454	132
Clustering-based subsystems	Clustering-based subsystems	CBSS-342610.3.peg.1794	13
Clustering-based subsystems	Clustering-based subsystems	CBSS-370552.3.peg.1240	5
Clustering-based subsystems	Clustering-based subsystems	CBSS-393123.3.peg.1754	11
Clustering-based subsystems	Clustering-based subsystems	CBSS-393123.3.peg.2365	23
Clustering-based subsystems	Clustering-based subsystems	CBSS-393131.3.peg.612	9
Clustering-based subsystems	Clustering-based subsystems	CBSS-393133.3.peg.2787	5
Clustering-based subsystems	Clustering-based subsystems	CBSS-56780.10.peg.1536	58
Clustering-based subsystems	Clustering-based subsystems	CBSS-630.2.peg.3360	67
Carbohydrates	Clustering-based subsystems	Cluster_Ytf_and_putative_sugar_transporter	48
Clustering-based subsystems	Clustering-based subsystems	Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	51
Clustering-based subsystems	Clustering-based subsystems	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	128
Clustering-based subsystems	Clustering-based subsystems	Conserved_gene_cluster_possibly_involved_in_RNA_metabolism	4
Clustering-based subsystems	Clustering-based subsystems	EC49-61	4
Clustering-based subsystems	Clustering-based subsystems	EC699-706	43
Clustering-based subsystems	Clustering-based subsystems	LMPTP_YfkJ_cluster	2
Clustering-based subsystems	Clustering-based subsystems	LMPTP_YwlE_cluster	13
Clustering-based subsystems	Clustering-based subsystems	Putative_hemin_transporter	4
Clustering-based subsystems	Clustering-based subsystems	SA:14-24	34
Carbohydrates	Clustering-based subsystems	Unknown_sugar_utilization_(cluster_yphABCDEFG)	7
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme_A_Biosynthesis	157
Clustering-based subsystems	Cytochrome biogenesis	CBSS-196164.1.peg.1690	120
Clustering-based subsystems	Cytochrome biogenesis	CBSS-196164.1.peg.461	7
Clustering-based subsystems	D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-) cluster	CBSS-342610.3.peg.283	7
DNA Metabolism	DNA Metabolism	CRISPRs	8
DNA Metabolism	DNA Metabolism	Conjugative_transposon,_Bacteroidales	1
DNA Metabolism	DNA Metabolism	Restriction-Modification_System	47
DNA Metabolism	DNA Metabolism	Type_I_Restriction-Modification	19
DNA Metabolism	DNA Metabolism	YcfH	23
Clustering-based subsystems	DNA polymerase III epsilon cluster	CBSS-342610.3.peg.1536	14
DNA Metabolism	DNA repair	2-phosphoglycolate_salvage	4
DNA Metabolism	DNA repair	ATP-dependent_Nuclease	33
DNA Metabolism	DNA repair	DNA_Repair_Base_Excision	200
DNA Metabolism	DNA repair	DNA_repair,_UvrABC_system	228
DNA Metabolism	DNA repair	DNA_repair,_bacterial	455
DNA Metabolism	DNA repair	DNA_repair,_bacterial_RecFOR_pathway	102
DNA Metabolism	DNA replication	DNA-replication	581
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_II,_ATP-dependent	7
DNA Metabolism	DNA uptake, competence	Gram_Positive_Competence	8
DNA Metabolism	DNA uptake, competence	Late_competence	27
DNA Metabolism	DNA uptake, competence	gram_plus_late_competence	14
Virulence	Detection	MLST	3
Stress Response	Detoxification	D-tyrosyl-tRNA(Tyr)_deacylase	7
Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	52
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside_Metabolism	116
Carbohydrates	Di- and oligosaccharides	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	322
Carbohydrates	Di- and oligosaccharides	Lactose_and_Galactose_Uptake_and_Utilization	225
Carbohydrates	Di- and oligosaccharides	Maltose_and_Maltodextrin_Utilization	280
Carbohydrates	Di- and oligosaccharides	Melibiose_Utilization	5
Carbohydrates	Di- and oligosaccharides	Sucrose_Metabolism	166
Carbohydrates	Di- and oligosaccharides	Sucrose_utilization	97
Carbohydrates	Di- and oligosaccharides	Trehalose_Biosynthesis	51
Carbohydrates	Di- and oligosaccharides	Trehalose_Uptake_and_Utilization	69
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	45
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	55
Respiration	Electron accepting reactions	trimethylamine_N-oxide_(TMAO)_reductase	20
Respiration	Electron donating reactions	Formate_dehydrogenase	6
Respiration	Electron donating reactions	Hydrogenases	6
Respiration	Electron donating reactions	Membrane-bound_Ni,_Fe-hydrogenase	4
Respiration	Electron donating reactions	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	11
Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	21
Respiration	Electron donating reactions	Respiratory_Complex_I	43
Respiration	Electron donating reactions	Respiratory_dehydrogenases_1	79
Respiration	Electron donating reactions	Succinate_dehydrogenase	7
Fatty Acids and Lipids	Fatty Acids and Lipids	Polyhydroxybutyrate_metabolism	33
Clustering-based subsystems	Fatty acid metabolic cluster	CBSS-218491.3.peg.427	38
Clustering-based subsystems	Fatty acid metabolic cluster	CBSS-246196.1.peg.364	13
Fatty Acids and Lipids	Fatty acids	Fatty_Acid_Biosynthesis_FASI	231
Fatty Acids and Lipids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	105
Fatty Acids and Lipids	Fatty acids	Unsaturated_Fatty_Acid_Metabolism	9
Fatty Acids and Lipids	Fatty acids	carnitine_metabolism	4
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S_cluster_assembly	75
Carbohydrates	Fermentation	Acetoin,_butanediol_metabolism	36
Carbohydrates	Fermentation	Acetyl-CoA_fermentation_to_Butyrate	26
Carbohydrates	Fermentation	Butanol_Biosynthesis	66
Carbohydrates	Fermentation	Fermentations:_Lactate	224
Carbohydrates	Fermentation	Fermentations:_Mixed_acid	100
Clustering-based subsystems	Flagella protein?	CBSS-323098.3.peg.2823	2
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	33
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like_protein	51
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate_Biosynthesis	249
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdopterin_biosynthesis	8
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	YgfZ	44
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	p-Aminobenzoyl-Glutamate_Utilization	1
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	80
Cell Wall and Capsule	Gram-Negative cell wall components	Capsular_heptose_biosynthesis	4
Cell Wall and Capsule	Gram-Negative cell wall components	KDO2-Lipid_A_biosynthesis	44
Cell Wall and Capsule	Gram-Negative cell wall components	LOS_core_oligosaccharide_biosynthesis	31
Cell Wall and Capsule	Gram-Negative cell wall components	Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	18
Cell Wall and Capsule	Gram-Negative cell wall components	Lipopolysaccharide_assembly	60
Cell Wall and Capsule	Gram-Negative cell wall components	Major_Outer_Membrane_Proteins	10
Cell Wall and Capsule	Gram-Negative cell wall components	Outer_membrane	1
Cell Wall and Capsule	Gram-Negative cell wall components	Perosamine_Synthesis_Vibrio	9
Cell Wall and Capsule	Gram-Positive cell wall components	D-Alanyl_Lipoteichoic_Acid_Biosynthesis	12
Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis	23
Cell Wall and Capsule	Gram-Positive cell wall components	Teichuronic_acid_biosynthesis	2
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Biosynthesis	185
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Degradation	13
Clustering-based subsystems	Hypothetical associated with RecF	Hypothetical_Coupled_to_RecF	7
Clustering-based subsystems	Hypothetical in Lysine biosynthetic cluster	CBSS-323850.3.peg.3269	21
Clustering-based subsystems	Hypothetical lipase related to Phosphatidate metabolism	CBSS-316407.3.peg.1371	40
Clustering-based subsystems	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	CBSS-257314.1.peg.488	45
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation	16
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfate_assimilation	4
Virulence	Iron Scavenging Mechanisms	Campylobacter_Iron_Metabolism	17
Virulence	Iron Scavenging Mechanisms	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	6
Virulence	Iron Scavenging Mechanisms	Hemin_transport_system	4
Virulence	Iron Scavenging Mechanisms	Iron_acquisition_in_Streptococcus	6
Virulence	Iron Scavenging Mechanisms	Salmochelin-mediated_Iron_Acquisition	14
Virulence	Iron Scavenging Mechanisms	Siderophore_Yersiniabactin_Biosynthesis	28
Virulence	Iron Scavenging Mechanisms	Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	31
Virulence	Iron Scavenging Mechanisms	Transport_of_Iron	73
Clustering-based subsystems	Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	CBSS-83331.1.peg.3039	100
Cofactors, Vitamins, Prosthetic Groups, Pigments	Isoprenoids	Isoprenoid_Biosynthesis	155
Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism	30
Clustering-based subsystems	Lipoprotein B cluster	CBSS-221988.1.peg.2137	3
Membrane Transport	Lipoprotein sorting	Lipoprotein_sorting_system	12
Protein Metabolism	Lipoproteins	Lipoprotein_Biosynthesis	30
Clustering-based subsystems	Lysine Biosynthesis	A_Glutathione-dependent_Thiol_Reductase_Assoiated_with_a_Step_in_Lysine_Biosynthesis	3
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine_Biosynthesis	24
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	258
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_degradation	44
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Biosynthesis	393
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	8
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Superpathway_of_cysteine_biosynthesis	20
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	7
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	231
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	57
Clustering-based subsystems	Lysine, threonine, methionine, and cysteine	YeiH	6
Membrane Transport	Membrane Transport	Choline_Transport	4
Membrane Transport	Membrane Transport	Cryptic_ferrous_iron_transporter_EfeUOB	10
Membrane Transport	Membrane Transport	ECF_class_transporters	138
Membrane Transport	Membrane Transport	Folate_transporters	12
Membrane Transport	Membrane Transport	Potassium_homeostasis	126
Membrane Transport	Membrane Transport	Transport_of_Manganese	38
Membrane Transport	Membrane Transport	Transport_of_Molybdenum	6
Membrane Transport	Membrane Transport	Transport_of_Zinc	91
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Aromatic_Amin_Catabolism	13
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	4-Hydroxyphenylacetic_acid_catabolic_pathway	4
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	8
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Phenylacetate_pathway_of_aromatic_compound_degradation	11
Miscellaneous	Miscellaneous	Biolumenescence	36
Miscellaneous	Miscellaneous	Transporters_In_Models	684
Carbohydrates	Monosaccharides	D-Galacturonate_Utilization	26
Carbohydrates	Monosaccharides	D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	27
Carbohydrates	Monosaccharides	D-Tagatose_and_Galactitol_Utilization	43
Carbohydrates	Monosaccharides	D-allose_utilization	2
Carbohydrates	Monosaccharides	D-galactarate,_D-glucarate_and_D-glycerate_catabolism	44
Carbohydrates	Monosaccharides	D-galactonate_catabolism	25
Carbohydrates	Monosaccharides	D-gluconate_and_ketogluconates_metabolism	123
Carbohydrates	Monosaccharides	D-ribose_utilization	58
Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism	30
Carbohydrates	Monosaccharides	Fructose_utilization	23
Carbohydrates	Monosaccharides	L-Arabinose_utilization	313
Carbohydrates	Monosaccharides	L-ascorbate_utilization_(and_related_gene_clusters)	43
Carbohydrates	Monosaccharides	L-fucose_utilization	22
Carbohydrates	Monosaccharides	L-rhamnose_utilization	31
Carbohydrates	Monosaccharides	Lactose_utilization	35
Carbohydrates	Monosaccharides	Mannitol_Utilization	45
Carbohydrates	Monosaccharides	Mannose_Metabolism	59
Carbohydrates	Monosaccharides	Xylose_utilization	196
Motility and Chemotaxis	Motility and Chemotaxis	Bacterial_Chemotaxis	74
Cell Wall and Capsule	Multi-enzyme complex	Cellulosome	2
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global	244
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_consumption	4
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_regulation	36
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	PnuC-like_transporters	3
Nitrogen Metabolism	Nitrogen Metabolism	Allantoin_degradation	36
Nitrogen Metabolism	Nitrogen Metabolism	Ammonia_assimilation	12
Nitrogen Metabolism	Nitrogen Metabolism	Nitrate_and_nitrite_ammonification	58
Nitrogen Metabolism	Nitrogen Metabolism	Nitrogen_fixation	8
Nitrogen Metabolism	Nitrogen Metabolism	Nitrosative_stress	13
Nucleosides and Nucleotides	Nucleosides and Nucleotides	De_Novo_Pyrimidine_Synthesis	227
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Hydantoin_metabolism	25
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Purine_Utilization	73
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Ribonucleotide_reduction	249
Clustering-based subsystems	Nucleotidyl-phosphate metabolic cluster	CBSS-222523.1.peg.1311	2
Carbohydrates	One-carbon Metabolism	One-carbon_metabolism_by_tetrahydropterines	12
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle	105
Carbohydrates	Organic acids	Alpha-acetolactate_operon	7
Carbohydrates	Organic acids	Citrate_Metabolism,_Transport,_and_Regulation	31
Carbohydrates	Organic acids	Glycerate_metabolism	67
Carbohydrates	Organic acids	Glyoxylate_Synthesis	9
Carbohydrates	Organic acids	Lactate_utilization	18
Carbohydrates	Organic acids	Malonate_decarboxylase	2
Carbohydrates	Organic acids	Methylcitrate_cycle	4
Carbohydrates	Organic acids	Propanediol_utilization	15
Carbohydrates	Organic acids	Propionate-CoA_to_Succinate_Module	6
Carbohydrates	Organic acids	Tricarballylate_Utilization	3
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate_assimilation	7
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates_Utilization	7
Sulfur Metabolism	Organic sulfur assimilation	Taurine_Utilization	4
Amino Acids and Derivatives	Osmotic stress	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	56
Stress Response	Osmotic stress	Osmoregulation	19
Stress Response	Osmotic stress	Synthesis_of_osmoregulated_periplasmic_glucans	28
Stress Response	Oxidative stress	Glutathione_Redox_Metabolism	38
Stress Response	Oxidative stress	Oxidative_stress	60
Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species	8
Stress Response	Oxidative stress	Redox-dependent_regulation_of_nucleus_processes	22
Stress Response	Oxidative stress	Regulation_of_Oxidative_Stress_Response	19
Stress Response	Oxidative stress	Rubrerythrin	1
Virulence	Pathogenicity islands	Staphylococcal_pathogenicity_islands_SaPI	3
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_catabolism	6
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_degradation	1
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Phenylpropanoid_compound_degradation	2
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Quinate_degradation	3
Stress Response	Periplasmic Stress	Periplasmic_Stress_Response	14
Fatty Acids and Lipids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	93
Phosphorus Metabolism	Phosphorus Metabolism	Alkylphosphonate_utilization	30
Phosphorus Metabolism	Phosphorus Metabolism	High_affinity_phosphate_transporter_and_control_of_PHO_regulon	200
Phosphorus Metabolism	Phosphorus Metabolism	Phosphate_metabolism	210
Clustering-based subsystems	Pigment biosynthesis	CBSS-176299.3.peg.235	6
Clustering-based subsystems	PmbA Related Hypothetical	PmbA_and_a_Hypothetical_Protein	19
Potassium metabolism	Potassium metabolism	Glutathione-regulated_potassium-efflux_system_and_associated_functions	220
Potassium metabolism	Potassium metabolism	Hyperosmotic_potassium_uptake	3
Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	72
