Subsystem Hierarchy 1	Subsystem Hierarchy 2	Subsystem Name	# Hits
Carbohydrates	Central carbohydrate metabolism	Pentose_phosphate_pathway	209
Carbohydrates	Central carbohydrate metabolism	Pyruvate:ferredoxin_oxidoreductase	66
Carbohydrates	Central carbohydrate metabolism	Pyruvate_Alanine_Serine_Interconversions	54
Carbohydrates	Central carbohydrate metabolism	Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	185
Carbohydrates	Central carbohydrate metabolism	Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	72
Carbohydrates	Central carbohydrate metabolism	TCA_Cycle	374
Clustering-based subsystems	Chemotaxis, response regulators	CBSS-323850.3.peg.3142	3
Clustering-based subsystems	Cluster of Unknown Function	CBSS-221988.1.peg.771	72
Clustering-based subsystems	Clustering-based subsystems	Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	61
Clustering-based subsystems	Clustering-based subsystems	CBSS-160492.1.peg.550	16
Clustering-based subsystems	Clustering-based subsystems	CBSS-176279.3.peg.1389	5
Clustering-based subsystems	Clustering-based subsystems	CBSS-176279.3.peg.868	77
Clustering-based subsystems	Clustering-based subsystems	CBSS-176299.4.peg.1996	158
Clustering-based subsystems	Clustering-based subsystems	CBSS-214092.1.peg.3450	58
Clustering-based subsystems	Clustering-based subsystems	CBSS-224911.1.peg.435	1
Clustering-based subsystems	Clustering-based subsystems	CBSS-228410.1.peg.134	16
Clustering-based subsystems	Clustering-based subsystems	CBSS-235.1.peg.567	43
Clustering-based subsystems	Clustering-based subsystems	CBSS-243277.1.peg.4359	58
Clustering-based subsystems	Clustering-based subsystems	CBSS-251221.1.peg.1863	4
Clustering-based subsystems	Clustering-based subsystems	CBSS-257314.1.peg.752	34
Clustering-based subsystems	Clustering-based subsystems	CBSS-261591.3.peg.3916	26
Clustering-based subsystems	Clustering-based subsystems	CBSS-266117.6.peg.2476	65
Clustering-based subsystems	Clustering-based subsystems	CBSS-281090.3.peg.464	48
Clustering-based subsystems	Clustering-based subsystems	CBSS-290633.1.peg.1906	47
Clustering-based subsystems	Clustering-based subsystems	CBSS-292415.3.peg.2341	7
Clustering-based subsystems	Clustering-based subsystems	CBSS-296591.1.peg.2330	5
Clustering-based subsystems	Clustering-based subsystems	CBSS-312309.3.peg.1965	91
Clustering-based subsystems	Clustering-based subsystems	CBSS-316057.3.peg.1294	15
Clustering-based subsystems	Clustering-based subsystems	CBSS-316057.3.peg.3521	77
Clustering-based subsystems	Clustering-based subsystems	CBSS-316273.3.peg.227	137
Clustering-based subsystems	Clustering-based subsystems	CBSS-316279.3.peg.746	26
Clustering-based subsystems	Clustering-based subsystems	CBSS-316407.3.peg.2816	26
Clustering-based subsystems	Clustering-based subsystems	CBSS-320372.3.peg.6046	50
Clustering-based subsystems	Clustering-based subsystems	CBSS-323097.3.peg.2594	18
Clustering-based subsystems	Clustering-based subsystems	CBSS-335283.3.peg.454	150
Clustering-based subsystems	Clustering-based subsystems	CBSS-342610.3.peg.1794	54
Clustering-based subsystems	Clustering-based subsystems	CBSS-393123.3.peg.2365	28
Clustering-based subsystems	Clustering-based subsystems	CBSS-393124.3.peg.2657	9
Clustering-based subsystems	Clustering-based subsystems	CBSS-56780.10.peg.1536	32
Clustering-based subsystems	Clustering-based subsystems	CBSS-630.2.peg.3360	40
Carbohydrates	Clustering-based subsystems	Cluster_Ytf_and_putative_sugar_transporter	175
Clustering-based subsystems	Clustering-based subsystems	Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	60
Clustering-based subsystems	Clustering-based subsystems	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	49
Clustering-based subsystems	Clustering-based subsystems	EC49-61	28
Clustering-based subsystems	Clustering-based subsystems	EC699-706	109
Clustering-based subsystems	Clustering-based subsystems	Putative_hemin_transporter	12
Carbohydrates	Clustering-based subsystems	Unknown_sugar_utilization_(cluster_ydeVWYZ)	2
Carbohydrates	Clustering-based subsystems	Unknown_sugar_utilization_(cluster_yphABCDEFG)	15
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme_A_Biosynthesis	162
Clustering-based subsystems	Cytochrome biogenesis	CBSS-196164.1.peg.1690	153
Clustering-based subsystems	Cytochrome biogenesis	CBSS-196164.1.peg.461	13
Clustering-based subsystems	D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-) cluster	CBSS-342610.3.peg.283	19
DNA Metabolism	DNA Metabolism	Restriction-Modification_System	65
DNA Metabolism	DNA Metabolism	Type_I_Restriction-Modification	1
DNA Metabolism	DNA Metabolism	YcfH	21
Clustering-based subsystems	DNA polymerase III epsilon cluster	CBSS-342610.3.peg.1536	32
DNA Metabolism	DNA repair	2-phosphoglycolate_salvage	22
DNA Metabolism	DNA repair	DNA_Repair_Base_Excision	124
DNA Metabolism	DNA repair	DNA_repair,_UvrABC_system	214
DNA Metabolism	DNA repair	DNA_repair,_bacterial	483
DNA Metabolism	DNA repair	DNA_repair,_bacterial_RecFOR_pathway	19
DNA Metabolism	DNA replication	DNA-replication	622
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_II,_ATP-dependent	59
Virulence	Detection	MLST	11
Stress Response	Detoxification	D-tyrosyl-tRNA(Tyr)_deacylase	1
Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	49
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside_Metabolism	282
Carbohydrates	Di- and oligosaccharides	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	192
Carbohydrates	Di- and oligosaccharides	Lactose_and_Galactose_Uptake_and_Utilization	274
Carbohydrates	Di- and oligosaccharides	Maltose_and_Maltodextrin_Utilization	555
Carbohydrates	Di- and oligosaccharides	Melibiose_Utilization	12
Carbohydrates	Di- and oligosaccharides	Sucrose_Metabolism	214
Carbohydrates	Di- and oligosaccharides	Sucrose_utilization	51
Carbohydrates	Di- and oligosaccharides	Trehalose_Biosynthesis	96
Carbohydrates	Di- and oligosaccharides	Trehalose_Uptake_and_Utilization	139
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	69
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	110
Respiration	Electron accepting reactions	trimethylamine_N-oxide_(TMAO)_reductase	30
Respiration	Electron donating reactions	Formate_dehydrogenase	16
Respiration	Electron donating reactions	Hydrogenases	1
Respiration	Electron donating reactions	Membrane-bound_Ni,_Fe-hydrogenase	7
Respiration	Electron donating reactions	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	103
Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	45
Respiration	Electron donating reactions	Respiratory_Complex_I	201
Respiration	Electron donating reactions	Respiratory_dehydrogenases_1	205
Respiration	Electron donating reactions	Succinate_dehydrogenase	8
Fatty Acids and Lipids	Fatty Acids and Lipids	Polyhydroxybutyrate_metabolism	29
Clustering-based subsystems	Fatty acid metabolic cluster	CBSS-218491.3.peg.427	52
Clustering-based subsystems	Fatty acid metabolic cluster	CBSS-246196.1.peg.364	43
Fatty Acids and Lipids	Fatty acids	Fatty_Acid_Biosynthesis_FASI	82
Fatty Acids and Lipids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	111
Fatty Acids and Lipids	Fatty acids	Unsaturated_Fatty_Acid_Metabolism	48
Fatty Acids and Lipids	Fatty acids	carnitine_metabolism	5
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S_cluster_assembly	28
Carbohydrates	Fermentation	Acetoin,_butanediol_metabolism	23
Carbohydrates	Fermentation	Acetyl-CoA_fermentation_to_Butyrate	87
Carbohydrates	Fermentation	Butanol_Biosynthesis	170
Carbohydrates	Fermentation	Fermentations:_Lactate	237
Carbohydrates	Fermentation	Fermentations:_Mixed_acid	100
Clustering-based subsystems	Flagella protein?	CBSS-323098.3.peg.2823	2
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	122
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like_protein	8
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate_Biosynthesis	189
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdopterin_biosynthesis	39
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin_metabolism_3	20
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	YgfZ	76
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	p-Aminobenzoyl-Glutamate_Utilization	8
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	88
Cell Wall and Capsule	Gram-Negative cell wall components	Capsular_heptose_biosynthesis	13
Cell Wall and Capsule	Gram-Negative cell wall components	KDO2-Lipid_A_biosynthesis	128
Cell Wall and Capsule	Gram-Negative cell wall components	LOS_core_oligosaccharide_biosynthesis	91
Cell Wall and Capsule	Gram-Negative cell wall components	Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	13
Cell Wall and Capsule	Gram-Negative cell wall components	Lipopolysaccharide_assembly	122
Cell Wall and Capsule	Gram-Negative cell wall components	Major_Outer_Membrane_Proteins	67
Cell Wall and Capsule	Gram-Negative cell wall components	Perosamine_Synthesis_Vibrio	1
Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis	7
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Biosynthesis	212
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Degradation	59
Clustering-based subsystems	Hypothetical associated with RecF	Hypothetical_Coupled_to_RecF	14
Clustering-based subsystems	Hypothetical in Lysine biosynthetic cluster	CBSS-323850.3.peg.3269	66
Clustering-based subsystems	Hypothetical lipase related to Phosphatidate metabolism	CBSS-316407.3.peg.1371	14
Clustering-based subsystems	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	CBSS-257314.1.peg.488	66
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation	63
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfate_assimilation	4
Virulence	Iron Scavenging Mechanisms	Aerobactin_siderophore_biosynthesis	2
Virulence	Iron Scavenging Mechanisms	Campylobacter_Iron_Metabolism	21
Virulence	Iron Scavenging Mechanisms	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	2
Virulence	Iron Scavenging Mechanisms	Hemin_transport_system	17
Virulence	Iron Scavenging Mechanisms	Salmochelin-mediated_Iron_Acquisition	5
Virulence	Iron Scavenging Mechanisms	Siderophore_Yersiniabactin_Biosynthesis	110
Virulence	Iron Scavenging Mechanisms	Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	115
Virulence	Iron Scavenging Mechanisms	Transport_of_Iron	120
Clustering-based subsystems	Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	CBSS-83331.1.peg.3039	112
Cofactors, Vitamins, Prosthetic Groups, Pigments	Isoprenoids	Isoprenoid_Biosynthesis	78
Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism	29
Clustering-based subsystems	Lipoprotein B cluster	CBSS-221988.1.peg.2137	17
Membrane Transport	Lipoprotein sorting	Lipoprotein_sorting_system	41
Protein Metabolism	Lipoproteins	Lipoprotein_Biosynthesis	25
Clustering-based subsystems	Lysine Biosynthesis	A_Glutathione-dependent_Thiol_Reductase_Assoiated_with_a_Step_in_Lysine_Biosynthesis	16
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine_Biosynthesis	43
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	277
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_degradation	59
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Biosynthesis	524
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	54
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Superpathway_of_cysteine_biosynthesis	65
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	4
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	188
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	70
Clustering-based subsystems	Lysine, threonine, methionine, and cysteine	YeiH	30
Membrane Transport	Membrane Transport	Choline_Transport	10
Membrane Transport	Membrane Transport	Cryptic_ferrous_iron_transporter_EfeUOB	12
Membrane Transport	Membrane Transport	ECF_class_transporters	35
Membrane Transport	Membrane Transport	Folate_transporters	32
Membrane Transport	Membrane Transport	Phosphoglycerate_transport_system	17
Membrane Transport	Membrane Transport	Potassium_homeostasis	139
Membrane Transport	Membrane Transport	Transport_of_Manganese	31
Membrane Transport	Membrane Transport	Transport_of_Molybdenum	24
Membrane Transport	Membrane Transport	Transport_of_Zinc	83
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Aromatic_Amin_Catabolism	84
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Benzoate_transport_and_degradation_cluster	2
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Gentisare_degradation	6
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Salicylate_and_gentisate_catabolism	6
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	4-Hydroxyphenylacetic_acid_catabolic_pathway	33
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Catechol_branch_of_beta-ketoadipate_pathway	4
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	87
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Phenylacetate_pathway_of_aromatic_compound_degradation	78
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Protocatechuate_branch_of_beta-ketoadipate_pathway	6
Miscellaneous	Miscellaneous	Biolumenescence	3
Miscellaneous	Miscellaneous	Transporters_In_Models	1531
Carbohydrates	Monosaccharides	2-Ketogluconate_Utilization	22
Carbohydrates	Monosaccharides	D-Galacturonate_Utilization	89
Carbohydrates	Monosaccharides	D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	80
Carbohydrates	Monosaccharides	D-Tagatose_and_Galactitol_Utilization	83
Carbohydrates	Monosaccharides	D-allose_utilization	15
Carbohydrates	Monosaccharides	D-galactarate,_D-glucarate_and_D-glycerate_catabolism	96
Carbohydrates	Monosaccharides	D-galactonate_catabolism	65
Carbohydrates	Monosaccharides	D-gluconate_and_ketogluconates_metabolism	184
Carbohydrates	Monosaccharides	D-ribose_utilization	101
Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism	89
Carbohydrates	Monosaccharides	Fructose_utilization	71
Carbohydrates	Monosaccharides	L-Arabinose_utilization	327
Carbohydrates	Monosaccharides	L-ascorbate_utilization_(and_related_gene_clusters)	138
Carbohydrates	Monosaccharides	L-fucose_utilization	84
Carbohydrates	Monosaccharides	L-rhamnose_utilization	109
Carbohydrates	Monosaccharides	Lactose_utilization	18
Carbohydrates	Monosaccharides	Mannitol_Utilization	82
Carbohydrates	Monosaccharides	Mannose_Metabolism	169
Carbohydrates	Monosaccharides	Xylose_utilization	178
Motility and Chemotaxis	Motility and Chemotaxis	Bacterial_Chemotaxis	174
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global	205
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_consumption	22
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_regulation	20
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	PnuC-like_transporters	1
Nitrogen Metabolism	Nitrogen Metabolism	Allantoin_degradation	60
Nitrogen Metabolism	Nitrogen Metabolism	Ammonia_assimilation	48
Nitrogen Metabolism	Nitrogen Metabolism	Cyanate_hydrolysis	6
Nitrogen Metabolism	Nitrogen Metabolism	Nitrate_and_nitrite_ammonification	288
Nitrogen Metabolism	Nitrogen Metabolism	Nitrosative_stress	37
Nucleosides and Nucleotides	Nucleosides and Nucleotides	De_Novo_Pyrimidine_Synthesis	264
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Hydantoin_metabolism	2
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Purine_Utilization	115
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Ribonucleotide_reduction	211
Carbohydrates	One-carbon Metabolism	One-carbon_metabolism_by_tetrahydropterines	11
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle	401
Carbohydrates	Organic acids	Alpha-acetolactate_operon	19
Carbohydrates	Organic acids	Citrate_Metabolism,_Transport,_and_Regulation	56
Carbohydrates	Organic acids	Glycerate_metabolism	92
Carbohydrates	Organic acids	Glyoxylate_Synthesis	3
Carbohydrates	Organic acids	Lactate_utilization	90
Carbohydrates	Organic acids	Malonate_decarboxylase	9
Carbohydrates	Organic acids	Methylcitrate_cycle	24
Carbohydrates	Organic acids	Propanediol_utilization	172
Carbohydrates	Organic acids	Propionate-CoA_to_Succinate_Module	10
Carbohydrates	Organic acids	Tricarballylate_Utilization	38
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate_assimilation	54
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates_Utilization	16
Sulfur Metabolism	Organic sulfur assimilation	Taurine_Utilization	8
Sulfur Metabolism	Organic sulfur assimilation	Utilization_of_glutathione_as_a_sulphur_source	16
Amino Acids and Derivatives	Osmotic stress	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	129
Stress Response	Osmotic stress	Osmoregulation	17
Stress Response	Osmotic stress	Synthesis_of_osmoregulated_periplasmic_glucans	105
Stress Response	Oxidative stress	Glutathione_Redox_Metabolism	104
Stress Response	Oxidative stress	Oxidative_stress	100
Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species	21
Stress Response	Oxidative stress	Redox-dependent_regulation_of_nucleus_processes	20
Stress Response	Oxidative stress	Regulation_of_Oxidative_Stress_Response	22
Stress Response	Oxidative stress	Rubrerythrin	6
Virulence	Pathogenicity islands	Staphylococcal_pathogenicity_islands_SaPI	17
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_catabolism	11
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_degradation	1
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chloroaromatic_degradation_pathway	3
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Phenylpropanoid_compound_degradation	8
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Quinate_degradation	18
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	p-Hydroxybenzoate_degradation	2
Stress Response	Periplasmic Stress	Periplasmic_Stress_Response	65
Fatty Acids and Lipids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	230
Phosphorus Metabolism	Phosphorus Metabolism	Alkylphosphonate_utilization	115
Phosphorus Metabolism	Phosphorus Metabolism	High_affinity_phosphate_transporter_and_control_of_PHO_regulon	95
Phosphorus Metabolism	Phosphorus Metabolism	Phosphate_metabolism	363
Phosphorus Metabolism	Phosphorus Metabolism	Phosphonate_metabolism	57
Clustering-based subsystems	Pigment biosynthesis	CBSS-176299.3.peg.235	7
Clustering-based subsystems	PmbA Related Hypothetical	PmbA_and_a_Hypothetical_Protein	49
Potassium metabolism	Potassium metabolism	Glutathione-regulated_potassium-efflux_system_and_associated_functions	367
Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	80
Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	32
Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	22
Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	22
Amino Acids and Derivatives	Proline and 4-hydroxyproline	A_Hypothetical_Protein_Related_to_Proline_Metabolism	7
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	148
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	24
Virulence	Prophage, Transposon	IbrA_and_IbrB:_co-activators_of_prophage_gene_expression	1
Virulence	Prophage, Transposon	Tn552	3
Protein Metabolism	Protein biosynthesis	Asp-tRNA(Asn)_transamidation	94
Protein Metabolism	Protein biosynthesis	Iojap	17
Protein Metabolism	Protein biosynthesis	Ribosome_LSU_bacterial	178
Protein Metabolism	Protein biosynthesis	Ribosome_SSU_bacterial	69
