Subsystem Hierarchy 1	Subsystem Hierarchy 2	Subsystem Name	# Hits
Cell Wall and Capsule	Gram-Negative cell wall components	Lipopolysaccharide_assembly	30
Cell Wall and Capsule	Gram-Negative cell wall components	Major_Outer_Membrane_Proteins	28
Cell Wall and Capsule	Gram-Negative cell wall components	Outer_membrane	79
Cell Wall and Capsule	Gram-Negative cell wall components	Perosamine_Synthesis_Vibrio	2
Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis	14
Cell Wall and Capsule	Gram-Positive cell wall components	Teichuronic_acid_biosynthesis	1
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Biosynthesis	203
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Degradation	147
Clustering-based subsystems	Hypothetical associated with RecF	Hypothetical_Coupled_to_RecF	2
Clustering-based subsystems	Hypothetical in Lysine biosynthetic cluster	CBSS-323850.3.peg.3269	10
Clustering-based subsystems	Hypothetical lipase related to Phosphatidate metabolism	CBSS-316407.3.peg.1371	64
Clustering-based subsystems	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	CBSS-257314.1.peg.488	5
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation	14
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfate_assimilation	49
Virulence	Iron Scavenging Mechanisms	Aerobactin_siderophore_biosynthesis	1
Virulence	Iron Scavenging Mechanisms	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	3
Virulence	Iron Scavenging Mechanisms	Hemin_transport_system	6
Virulence	Iron Scavenging Mechanisms	Salmochelin-mediated_Iron_Acquisition	1
Virulence	Iron Scavenging Mechanisms	Siderophore_Yersiniabactin_Biosynthesis	13
Virulence	Iron Scavenging Mechanisms	Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	38
Virulence	Iron Scavenging Mechanisms	Transport_of_Iron	50
Clustering-based subsystems	Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	CBSS-83331.1.peg.3039	188
Cofactors, Vitamins, Prosthetic Groups, Pigments	Isoprenoids	Isoprenoid_Biosynthesis	163
Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism	14
Clustering-based subsystems	Lipoprotein B cluster	CBSS-221988.1.peg.2137	12
Membrane Transport	Lipoprotein sorting	Lipoprotein_sorting_system	44
Protein Metabolism	Lipoproteins	Lipoprotein_Biosynthesis	20
Clustering-based subsystems	Lysine Biosynthesis	A_Glutathione-dependent_Thiol_Reductase_Assoiated_with_a_Step_in_Lysine_Biosynthesis	3
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine_Biosynthesis	11
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	288
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_degradation	44
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Biosynthesis	371
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	1
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	17
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Superpathway_of_cysteine_biosynthesis	12
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	2
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	112
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	55
Clustering-based subsystems	Lysine, threonine, methionine, and cysteine	YeiH	38
Membrane Transport	Membrane Transport	Cryptic_ferrous_iron_transporter_EfeUOB	2
Membrane Transport	Membrane Transport	ECF_class_transporters	1
Membrane Transport	Membrane Transport	Folate_transporters	4
Membrane Transport	Membrane Transport	Potassium_homeostasis	295
Membrane Transport	Membrane Transport	Transport_of_Manganese	17
Membrane Transport	Membrane Transport	Transport_of_Zinc	76
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Aromatic_Amin_Catabolism	11
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Gentisare_degradation	1
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	4-Hydroxyphenylacetic_acid_catabolic_pathway	8
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	9
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Phenylacetate_pathway_of_aromatic_compound_degradation	89
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Protocatechuate_branch_of_beta-ketoadipate_pathway	2
Miscellaneous	Miscellaneous	Transporters_In_Models	420
Carbohydrates	Monosaccharides	2-Ketogluconate_Utilization	5
Carbohydrates	Monosaccharides	D-Galacturonate_Utilization	83
Carbohydrates	Monosaccharides	D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	26
Carbohydrates	Monosaccharides	D-Tagatose_and_Galactitol_Utilization	18
Carbohydrates	Monosaccharides	D-allose_utilization	2
Carbohydrates	Monosaccharides	D-galactarate,_D-glucarate_and_D-glycerate_catabolism	23
Carbohydrates	Monosaccharides	D-galactonate_catabolism	13
Carbohydrates	Monosaccharides	D-gluconate_and_ketogluconates_metabolism	47
Carbohydrates	Monosaccharides	D-ribose_utilization	23
Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism	81
Carbohydrates	Monosaccharides	Fructose_utilization	13
Carbohydrates	Monosaccharides	L-Arabinose_utilization	202
Carbohydrates	Monosaccharides	L-ascorbate_utilization_(and_related_gene_clusters)	36
Carbohydrates	Monosaccharides	L-fucose_utilization	107
Carbohydrates	Monosaccharides	L-fucose_utilization_temp	105
Carbohydrates	Monosaccharides	L-rhamnose_utilization	245
Carbohydrates	Monosaccharides	Lactose_utilization	2
Carbohydrates	Monosaccharides	Mannitol_Utilization	22
Carbohydrates	Monosaccharides	Mannose_Metabolism	323
Carbohydrates	Monosaccharides	Xylose_utilization	191
Motility and Chemotaxis	Motility and Chemotaxis	Bacterial_Chemotaxis	37
Cell Wall and Capsule	Multi-enzyme complex	Cellulosome	363
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global	211
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_regulation	18
Nitrogen Metabolism	Nitrogen Metabolism	Allantoin_degradation	18
Nitrogen Metabolism	Nitrogen Metabolism	Ammonia_assimilation	8
Nitrogen Metabolism	Nitrogen Metabolism	Nitrate_and_nitrite_ammonification	33
Nitrogen Metabolism	Nitrogen Metabolism	Nitrogen_fixation	10
Nitrogen Metabolism	Nitrogen Metabolism	Nitrosative_stress	18
Nucleosides and Nucleotides	Nucleosides and Nucleotides	De_Novo_Pyrimidine_Synthesis	288
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Hydantoin_metabolism	2
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Purine_Utilization	52
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Ribonucleotide_reduction	162
Carbohydrates	One-carbon Metabolism	One-carbon_metabolism_by_tetrahydropterines	23
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle	72
Carbohydrates	Organic acids	Alpha-acetolactate_operon	4
Carbohydrates	Organic acids	Citrate_Metabolism,_Transport,_and_Regulation	14
Carbohydrates	Organic acids	Glycerate_metabolism	37
Carbohydrates	Organic acids	Glyoxylate_Synthesis	2
Carbohydrates	Organic acids	Lactate_utilization	88
Carbohydrates	Organic acids	Malonate_decarboxylase	12
Carbohydrates	Organic acids	Methylcitrate_cycle	14
Carbohydrates	Organic acids	Propanediol_utilization	32
Carbohydrates	Organic acids	Propionate-CoA_to_Succinate_Module	2
Carbohydrates	Organic acids	Propionyl-CoA_to_Succinyl-CoA_Module	92
Carbohydrates	Organic acids	Tricarballylate_Utilization	10
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate_assimilation	10
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates_Utilization	6
Sulfur Metabolism	Organic sulfur assimilation	Taurine_Utilization	4
Amino Acids and Derivatives	Osmotic stress	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	55
Stress Response	Osmotic stress	Osmoregulation	9
Stress Response	Osmotic stress	Synthesis_of_osmoregulated_periplasmic_glucans	23
Stress Response	Oxidative stress	Glutathione_Redox_Metabolism	19
Stress Response	Oxidative stress	Oxidative_stress	99
Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species	5
Stress Response	Oxidative stress	Redox-dependent_regulation_of_nucleus_processes	1
Stress Response	Oxidative stress	Regulation_of_Oxidative_Stress_Response	15
Virulence	Pathogenicity islands	Staphylococcal_pathogenicity_islands_SaPI	2
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_catabolism	3
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_degradation	1
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Quinate_degradation	6
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Toluene_degradation	1
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	p-Hydroxybenzoate_degradation	1
Stress Response	Periplasmic Stress	Periplasmic_Stress_Response	13
Fatty Acids and Lipids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	121
Fatty Acids and Lipids	Phospholipids	Sphingolipid_biosynthesis	11
Phosphorus Metabolism	Phosphorus Metabolism	Alkylphosphonate_utilization	12
Phosphorus Metabolism	Phosphorus Metabolism	High_affinity_phosphate_transporter_and_control_of_PHO_regulon	42
Phosphorus Metabolism	Phosphorus Metabolism	Phosphate_metabolism	393
Phosphorus Metabolism	Phosphorus Metabolism	Phosphoenolpyruvate_phosphomutase	3
Phosphorus Metabolism	Phosphorus Metabolism	Phosphonate_metabolism	31
Clustering-based subsystems	PmbA Related Hypothetical	PmbA_and_a_Hypothetical_Protein	11
Potassium metabolism	Potassium metabolism	Glutathione-regulated_potassium-efflux_system_and_associated_functions	141
Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	144
Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	26
Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	1
Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	2
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	3
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	149
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	7
Virulence	Prophage, Transposon	IbrA_and_IbrB:_co-activators_of_prophage_gene_expression	49
Protein Metabolism	Protein biosynthesis	Asp-tRNA(Asn)_transamidation	1
Protein Metabolism	Protein biosynthesis	Iojap	8
Protein Metabolism	Protein biosynthesis	Ribosome_LSU_bacterial	219
Protein Metabolism	Protein biosynthesis	Ribosome_SSU_bacterial	141
Protein Metabolism	Protein biosynthesis	Ribosome_activity_modulation	1
Protein Metabolism	Protein biosynthesis	Ribosome_biogenesis_bacterial	86
Protein Metabolism	Protein biosynthesis	Translation_elongation_factor_G_family	104
Protein Metabolism	Protein biosynthesis	Translation_factors_bacterial	109
Protein Metabolism	Protein biosynthesis	Universal_GTPases	397
Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation	851
Protein Metabolism	Protein degradation	Proteasome_bacterial	53
Protein Metabolism	Protein degradation	Protein_degradation	207
Protein Metabolism	Protein degradation	Proteolysis_in_bacteria,_ATP-dependent	25
Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	127
Protein Metabolism	Protein folding	GroEL_GroES	37
Protein Metabolism	Protein folding	Peptidyl-prolyl_cis-trans_isomerase	31
