Subsystem Hierarchy 1	Subsystem Hierarchy 2	Subsystem Name	# Hits
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine_and_Tyrosine_Branches_from_Chorismate	29
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine_synthesis	13
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan_synthesis	132
Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-258594.1.peg.3339	99
Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin_biosynthesis	69
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain_Amino_Acid_Biosynthesis	461
Amino Acids and Derivatives	Branched-chain amino acids	Leucine_Biosynthesis	5
Amino Acids and Derivatives	Branched-chain amino acids	Valine_degradation	6
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	10
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	14
Clustering-based subsystems	CRISPRs and associated hypotheticals	CBSS-216592.1.peg.3534	52
Cell Wall and Capsule	Capsular and extracellular polysacchrides	CMP-N-acetylneuraminate_Biosynthesis	3
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Colanic_acid_biosynthesis	85
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Lipid_A_modifications	48
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose_containing_glycans	59
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism	165
Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose_synthesis	147
Carbohydrates	Carbohydrates	Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	196
Carbohydrates	Carbohydrates	beta-glucuronide_utilization	21
Clustering-based subsystems	Cell Division	CBSS-281309.1.peg.50	265
Clustering-based subsystems	Cell Division	CBSS-393130.3.peg.794	6
Cell Division and Cell Cycle	Cell Division and Cell Cycle	YgjD_and_YeaZ	10
Cell Wall and Capsule	Cell Wall and Capsule	Peptidoglycan_Biosynthesis	471
Cell Wall and Capsule	Cell Wall and Capsule	Sortase	48
Cell Wall and Capsule	Cell Wall and Capsule	UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	57
Cell Wall and Capsule	Cell Wall and Capsule	YjeE	35
Cell Division and Cell Cycle	Cell cycle in Prokaryota	Bacterial_Cell_Division	116
Cell Division and Cell Cycle	Cell cycle in Prokaryota	Bacterial_Cytoskeleton	323
Cell Division and Cell Cycle	Cell cycle in Prokaryota	MukBEF_Chromosome_Condensation	32
Cell Division and Cell Cycle	Cell cycle in Prokaryota	Murein_hydrolase_regulation_and_cell_death	9
Cell Division and Cell Cycle	Cell cycle in Prokaryota	Two_cell_division_clusters_relating_to_chromosome_partitioning	21
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase_complexes	72
Carbohydrates	Central carbohydrate metabolism	Dihydroxyacetone_kinases	19
Carbohydrates	Central carbohydrate metabolism	Embden-Meyerhof_and_Gluconeogenesis_Archaeal	116
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff_Pathway	180
Carbohydrates	Central carbohydrate metabolism	Glycogen_metabolism	232
Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions	52
Carbohydrates	Central carbohydrate metabolism	Glyoxylate_bypass	17
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal_Metabolism	3
Carbohydrates	Central carbohydrate metabolism	Pentose_phosphate_pathway	218
Carbohydrates	Central carbohydrate metabolism	Pyruvate:ferredoxin_oxidoreductase	28
Carbohydrates	Central carbohydrate metabolism	Pyruvate_Alanine_Serine_Interconversions	23
Carbohydrates	Central carbohydrate metabolism	Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	70
Carbohydrates	Central carbohydrate metabolism	Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	52
Carbohydrates	Central carbohydrate metabolism	TCA_Cycle	409
Clustering-based subsystems	Cluster of Unknown Function	CBSS-221988.1.peg.771	69
Clustering-based subsystems	Clustering-based subsystems	Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	177
Clustering-based subsystems	Clustering-based subsystems	CBSS-160492.1.peg.550	25
Clustering-based subsystems	Clustering-based subsystems	CBSS-176279.3.peg.1389	15
Clustering-based subsystems	Clustering-based subsystems	CBSS-176279.3.peg.868	78
Clustering-based subsystems	Clustering-based subsystems	CBSS-176299.4.peg.1996	205
Clustering-based subsystems	Clustering-based subsystems	CBSS-214092.1.peg.3450	5
Clustering-based subsystems	Clustering-based subsystems	CBSS-221109.1.peg.2233	1
Clustering-based subsystems	Clustering-based subsystems	CBSS-228410.1.peg.134	41
Clustering-based subsystems	Clustering-based subsystems	CBSS-235.1.peg.567	41
Clustering-based subsystems	Clustering-based subsystems	CBSS-243277.1.peg.4359	34
Clustering-based subsystems	Clustering-based subsystems	CBSS-251221.1.peg.1863	51
Clustering-based subsystems	Clustering-based subsystems	CBSS-257314.1.peg.752	72
Clustering-based subsystems	Clustering-based subsystems	CBSS-261591.3.peg.3916	33
Clustering-based subsystems	Clustering-based subsystems	CBSS-262719.3.peg.410	2
Clustering-based subsystems	Clustering-based subsystems	CBSS-266117.6.peg.2476	97
Clustering-based subsystems	Clustering-based subsystems	CBSS-281090.3.peg.464	19
Clustering-based subsystems	Clustering-based subsystems	CBSS-288681.3.peg.1039	12
Clustering-based subsystems	Clustering-based subsystems	CBSS-290633.1.peg.1906	22
Clustering-based subsystems	Clustering-based subsystems	CBSS-292415.3.peg.2341	1
Clustering-based subsystems	Clustering-based subsystems	CBSS-296591.1.peg.2330	3
Clustering-based subsystems	Clustering-based subsystems	CBSS-312309.3.peg.1965	61
Clustering-based subsystems	Clustering-based subsystems	CBSS-316057.3.peg.1294	25
Clustering-based subsystems	Clustering-based subsystems	CBSS-316057.3.peg.3521	52
Clustering-based subsystems	Clustering-based subsystems	CBSS-316057.3.peg.563	1
Clustering-based subsystems	Clustering-based subsystems	CBSS-316273.3.peg.227	75
Clustering-based subsystems	Clustering-based subsystems	CBSS-316279.3.peg.746	18
Clustering-based subsystems	Clustering-based subsystems	CBSS-316407.3.peg.2816	17
Clustering-based subsystems	Clustering-based subsystems	CBSS-320372.3.peg.6046	91
Clustering-based subsystems	Clustering-based subsystems	CBSS-323097.3.peg.2594	15
Clustering-based subsystems	Clustering-based subsystems	CBSS-335283.3.peg.454	273
Clustering-based subsystems	Clustering-based subsystems	CBSS-342610.3.peg.1794	51
Clustering-based subsystems	Clustering-based subsystems	CBSS-345072.3.peg.1318	1
Clustering-based subsystems	Clustering-based subsystems	CBSS-370552.3.peg.1240	3
Clustering-based subsystems	Clustering-based subsystems	CBSS-393123.3.peg.2365	13
Clustering-based subsystems	Clustering-based subsystems	CBSS-393124.3.peg.2657	6
Clustering-based subsystems	Clustering-based subsystems	CBSS-393131.3.peg.612	1
Clustering-based subsystems	Clustering-based subsystems	CBSS-56780.10.peg.1536	84
Clustering-based subsystems	Clustering-based subsystems	CBSS-630.2.peg.3360	50
Carbohydrates	Clustering-based subsystems	Cluster_Ytf_and_putative_sugar_transporter	96
Clustering-based subsystems	Clustering-based subsystems	Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	55
Clustering-based subsystems	Clustering-based subsystems	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	95
Clustering-based subsystems	Clustering-based subsystems	Conserved_gene_cluster_possibly_involved_in_RNA_metabolism	2
Clustering-based subsystems	Clustering-based subsystems	EC49-61	10
Clustering-based subsystems	Clustering-based subsystems	EC699-706	43
Clustering-based subsystems	Clustering-based subsystems	Putative_hemin_transporter	15
Clustering-based subsystems	Clustering-based subsystems	SA:14-24	1
Carbohydrates	Clustering-based subsystems	Unknown_sugar_utilization_(cluster_ydeVWYZ)	6
Carbohydrates	Clustering-based subsystems	Unknown_sugar_utilization_(cluster_yphABCDEFG)	46
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme_A_Biosynthesis	152
Clustering-based subsystems	Cytochrome biogenesis	CBSS-196164.1.peg.1690	207
Clustering-based subsystems	Cytochrome biogenesis	CBSS-196164.1.peg.461	23
Clustering-based subsystems	D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-) cluster	CBSS-342610.3.peg.283	13
DNA Metabolism	DNA Metabolism	CRISPRs	1
DNA Metabolism	DNA Metabolism	Conjugative_transposon,_Bacteroidales	13
DNA Metabolism	DNA Metabolism	Restriction-Modification_System	150
DNA Metabolism	DNA Metabolism	YcfH	19
Clustering-based subsystems	DNA polymerase III epsilon cluster	CBSS-342610.3.peg.1536	19
DNA Metabolism	DNA repair	2-phosphoglycolate_salvage	9
DNA Metabolism	DNA repair	ATP-dependent_Nuclease	6
DNA Metabolism	DNA repair	DNA_Repair_Base_Excision	134
DNA Metabolism	DNA repair	DNA_repair,_UvrABC_system	333
DNA Metabolism	DNA repair	DNA_repair,_bacterial	457
DNA Metabolism	DNA repair	DNA_repair,_bacterial_RecFOR_pathway	46
DNA Metabolism	DNA replication	DNA-replication	566
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	1
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_II,_ATP-dependent	106
DNA Metabolism	DNA uptake, competence	Gram_Positive_Competence	1
DNA Metabolism	DNA uptake, competence	Late_competence	1
Stress Response	Detoxification	D-tyrosyl-tRNA(Tyr)_deacylase	12
Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	75
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside_Metabolism	187
Carbohydrates	Di- and oligosaccharides	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	219
Carbohydrates	Di- and oligosaccharides	Lactose_and_Galactose_Uptake_and_Utilization	350
Carbohydrates	Di- and oligosaccharides	Maltose_and_Maltodextrin_Utilization	398
Carbohydrates	Di- and oligosaccharides	Melibiose_Utilization	25
Carbohydrates	Di- and oligosaccharides	Sucrose_Metabolism	248
Carbohydrates	Di- and oligosaccharides	Sucrose_utilization	74
Carbohydrates	Di- and oligosaccharides	Trehalose_Biosynthesis	42
Carbohydrates	Di- and oligosaccharides	Trehalose_Uptake_and_Utilization	99
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	54
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	15
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	45
Respiration	Electron accepting reactions	Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes	15
Respiration	Electron accepting reactions	trimethylamine_N-oxide_(TMAO)_reductase	90
Respiration	Electron donating reactions	Hydrogenases	28
Respiration	Electron donating reactions	Membrane-bound_Ni,_Fe-hydrogenase	4
Respiration	Electron donating reactions	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	25
Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	45
Respiration	Electron donating reactions	Respiratory_Complex_I	63
Respiration	Electron donating reactions	Respiratory_dehydrogenases_1	84
Respiration	Electron donating reactions	Succinate_dehydrogenase	9
Fatty Acids and Lipids	Fatty Acids and Lipids	Polyhydroxybutyrate_metabolism	30
Clustering-based subsystems	Fatty acid metabolic cluster	CBSS-218491.3.peg.427	21
Clustering-based subsystems	Fatty acid metabolic cluster	CBSS-246196.1.peg.364	10
Fatty Acids and Lipids	Fatty acids	Fatty_Acid_Biosynthesis_FASI	227
Fatty Acids and Lipids	Fatty acids	Fatty_Acid_Biosynthesis_FASII	95
Fatty Acids and Lipids	Fatty acids	Unsaturated_Fatty_Acid_Metabolism	8
Fatty Acids and Lipids	Fatty acids	carnitine_metabolism	37
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S_cluster_assembly	47
Carbohydrates	Fermentation	Acetoin,_butanediol_metabolism	4
Carbohydrates	Fermentation	Acetyl-CoA_fermentation_to_Butyrate	81
Carbohydrates	Fermentation	Butanol_Biosynthesis	88
Carbohydrates	Fermentation	Fermentations:_Lactate	288
Carbohydrates	Fermentation	Fermentations:_Mixed_acid	220
Clustering-based subsystems	Flagella protein?	CBSS-323098.3.peg.2823	4
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	122
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like_protein	36
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate_Biosynthesis	203
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdopterin_biosynthesis	33
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin_metabolism_3	11
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	YgfZ	71
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	p-Aminobenzoyl-Glutamate_Utilization	3
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	90
Cell Wall and Capsule	Gram-Negative cell wall components	Capsular_heptose_biosynthesis	10
Cell Wall and Capsule	Gram-Negative cell wall components	KDO2-Lipid_A_biosynthesis	126
Cell Wall and Capsule	Gram-Negative cell wall components	LOS_core_oligosaccharide_biosynthesis	65
Cell Wall and Capsule	Gram-Negative cell wall components	Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	55
Cell Wall and Capsule	Gram-Negative cell wall components	Lipopolysaccharide_assembly	104
Cell Wall and Capsule	Gram-Negative cell wall components	Major_Outer_Membrane_Proteins	43
Cell Wall and Capsule	Gram-Negative cell wall components	Outer_membrane	4
Cell Wall and Capsule	Gram-Positive cell wall components	D-Alanyl_Lipoteichoic_Acid_Biosynthesis	5
Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis	4
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Biosynthesis	356
Amino Acids and Derivatives	Histidine Metabolism	Histidine_Degradation	5
Clustering-based subsystems	Hypothetical associated with RecF	Hypothetical_Coupled_to_RecF	11
Clustering-based subsystems	Hypothetical in Lysine biosynthetic cluster	CBSS-323850.3.peg.3269	34
Clustering-based subsystems	Hypothetical lipase related to Phosphatidate metabolism	CBSS-316407.3.peg.1371	69
Clustering-based subsystems	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	CBSS-257314.1.peg.488	105
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfate_assimilation	7
Virulence	Iron Scavenging Mechanisms	Campylobacter_Iron_Metabolism	4
Virulence	Iron Scavenging Mechanisms	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	5
Virulence	Iron Scavenging Mechanisms	Hemin_transport_system	3
Virulence	Iron Scavenging Mechanisms	Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	69
Virulence	Iron Scavenging Mechanisms	Transport_of_Iron	50
Clustering-based subsystems	Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE	CBSS-83331.1.peg.3039	161
Cofactors, Vitamins, Prosthetic Groups, Pigments	Isoprenoids	Carotenoids	1
Cofactors, Vitamins, Prosthetic Groups, Pigments	Isoprenoids	Isoprenoid_Biosynthesis	109
Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism	6
Clustering-based subsystems	Lipoprotein B cluster	CBSS-221988.1.peg.2137	11
Membrane Transport	Lipoprotein sorting	Lipoprotein_sorting_system	10
Protein Metabolism	Lipoproteins	Lipoprotein_Biosynthesis	35
Clustering-based subsystems	Lysine Biosynthesis	A_Glutathione-dependent_Thiol_Reductase_Assoiated_with_a_Step_in_Lysine_Biosynthesis	12
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine_Biosynthesis	48
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	328
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_degradation	75
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Biosynthesis	497
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Superpathway_of_cysteine_biosynthesis	37
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	10
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	261
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	89
Clustering-based subsystems	Lysine, threonine, methionine, and cysteine	YeiH	13
Membrane Transport	Membrane Transport	Choline_Transport	14
Membrane Transport	Membrane Transport	Cryptic_ferrous_iron_transporter_EfeUOB	6
Membrane Transport	Membrane Transport	ECF_class_transporters	74
Membrane Transport	Membrane Transport	Folate_transporters	45
Membrane Transport	Membrane Transport	Potassium_homeostasis	84
Membrane Transport	Membrane Transport	Transport_of_Manganese	46
Membrane Transport	Membrane Transport	Transport_of_Molybdenum	8
Membrane Transport	Membrane Transport	Transport_of_Zinc	85
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Aromatic_Amin_Catabolism	54
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Gentisare_degradation	2
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds	Salicylate_and_gentisate_catabolism	2
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	4-Hydroxyphenylacetic_acid_catabolic_pathway	8
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Catechol_branch_of_beta-ketoadipate_pathway	2
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	40
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Phenylacetate_pathway_of_aromatic_compound_degradation	42
Miscellaneous	Miscellaneous	Transporters_In_Models	1921
Clustering-based subsystems	Molybdopterin oxidoreductase	CBSS-269799.3.peg.2220	3
Carbohydrates	Monosaccharides	D-Galacturonate_Utilization	56
Carbohydrates	Monosaccharides	D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	24
Carbohydrates	Monosaccharides	D-Tagatose_and_Galactitol_Utilization	24
Carbohydrates	Monosaccharides	D-galactarate,_D-glucarate_and_D-glycerate_catabolism	46
Carbohydrates	Monosaccharides	D-galactonate_catabolism	53
Carbohydrates	Monosaccharides	D-gluconate_and_ketogluconates_metabolism	158
Carbohydrates	Monosaccharides	D-ribose_utilization	81
Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism	67
Carbohydrates	Monosaccharides	Fructose_utilization	34
Carbohydrates	Monosaccharides	L-Arabinose_utilization	103
Carbohydrates	Monosaccharides	L-ascorbate_utilization_(and_related_gene_clusters)	75
Carbohydrates	Monosaccharides	L-fucose_utilization	53
Carbohydrates	Monosaccharides	L-rhamnose_utilization	73
Carbohydrates	Monosaccharides	Lactose_utilization	31
Carbohydrates	Monosaccharides	Mannitol_Utilization	38
Carbohydrates	Monosaccharides	Mannose_Metabolism	34
Carbohydrates	Monosaccharides	Xylose_utilization	96
Motility and Chemotaxis	Motility and Chemotaxis	Bacterial_Chemotaxis	119
Cell Wall and Capsule	Multi-enzyme complex	Cellulosome	8
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global	300
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_regulation	11
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	PnuC-like_transporters	2
Nitrogen Metabolism	Nitrogen Metabolism	Allantoin_degradation	47
Nitrogen Metabolism	Nitrogen Metabolism	Ammonia_assimilation	20
Nitrogen Metabolism	Nitrogen Metabolism	Cyanate_hydrolysis	14
Nitrogen Metabolism	Nitrogen Metabolism	Nitrate_and_nitrite_ammonification	126
Nitrogen Metabolism	Nitrogen Metabolism	Nitrosative_stress	18
Nucleosides and Nucleotides	Nucleosides and Nucleotides	De_Novo_Pyrimidine_Synthesis	322
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Hydantoin_metabolism	16
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Purine_Utilization	108
Nucleosides and Nucleotides	Nucleosides and Nucleotides	Ribonucleotide_reduction	304
Carbohydrates	One-carbon Metabolism	One-carbon_metabolism_by_tetrahydropterines	14
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle	233
Carbohydrates	Organic acids	Citrate_Metabolism,_Transport,_and_Regulation	45
Carbohydrates	Organic acids	Glycerate_metabolism	90
Carbohydrates	Organic acids	Glyoxylate_Synthesis	1
Carbohydrates	Organic acids	Lactate_utilization	39
Carbohydrates	Organic acids	Methylcitrate_cycle	18
Carbohydrates	Organic acids	Propionate-CoA_to_Succinate_Module	13
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate_assimilation	34
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates_Utilization	6
Sulfur Metabolism	Organic sulfur assimilation	Taurine_Utilization	3
Amino Acids and Derivatives	Osmotic stress	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	51
Stress Response	Osmotic stress	Osmoregulation	42
Stress Response	Osmotic stress	Synthesis_of_osmoregulated_periplasmic_glucans	53
Stress Response	Oxidative stress	Glutathione_Redox_Metabolism	53
Stress Response	Oxidative stress	Oxidative_stress	99
Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species	6
Stress Response	Oxidative stress	Redox-dependent_regulation_of_nucleus_processes	38
Stress Response	Oxidative stress	Regulation_of_Oxidative_Stress_Response	25
Virulence	Pathogenicity islands	Staphylococcal_pathogenicity_islands_SaPI	2
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_catabolism	5
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate_degradation	6
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Phenylpropanoid_compound_degradation	8
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Quinate_degradation	2
Stress Response	Periplasmic Stress	Periplasmic_Stress_Response	24
Fatty Acids and Lipids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	164
Phosphorus Metabolism	Phosphorus Metabolism	Alkylphosphonate_utilization	64
Phosphorus Metabolism	Phosphorus Metabolism	High_affinity_phosphate_transporter_and_control_of_PHO_regulon	180
Phosphorus Metabolism	Phosphorus Metabolism	Phosphate_metabolism	307
Clustering-based subsystems	Pigment biosynthesis	CBSS-176299.3.peg.235	20
Clustering-based subsystems	PmbA Related Hypothetical	PmbA_and_a_Hypothetical_Protein	23
Potassium metabolism	Potassium metabolism	Glutathione-regulated_potassium-efflux_system_and_associated_functions	189
Potassium metabolism	Potassium metabolism	Hyperosmotic_potassium_uptake	1
Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	109
Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	35
Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	40
Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	25
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	1
Amino Acids and Derivatives	Proline and 4-hydroxyproline	A_Hypothetical_Protein_Related_to_Proline_Metabolism	2
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	168
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	10
Virulence	Prophage, Transposon	IbrA_and_IbrB:_co-activators_of_prophage_gene_expression	12
Protein Metabolism	Protein biosynthesis	Asp-tRNA(Asn)_transamidation	180
Protein Metabolism	Protein biosynthesis	Iojap	28
Protein Metabolism	Protein biosynthesis	Ribosome_LSU_bacterial	357
Protein Metabolism	Protein biosynthesis	Ribosome_SSU_bacterial	171
Protein Metabolism	Protein biosynthesis	Ribosome_activity_modulation	1
Protein Metabolism	Protein biosynthesis	Ribosome_biogenesis_bacterial	134
Protein Metabolism	Protein biosynthesis	Translation_elongation_factor_G_family	42
Protein Metabolism	Protein biosynthesis	Translation_factors_bacterial	92
