588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,bacteria
568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,bacteria
99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,bacteria
216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,bacteria
718274,Salmonella enterica subsp. enterica serovar Typhimurium str. T000240,bacteria
334868,Salpingoeca amphoridium,protozoa
473817,Savillea micropora,protozoa
322104,Scheffersomyces stipitis CBS 6054,yeast
4896,Schizosaccharomyces pombe,yeast
11033,Semliki forest virus,virus
399741,Serratia proteamaculans 568,bacteria
693973,Shewanella baltica OS678,bacteria
621,Shigella boydii,bacteria
344609,Shigella boydii CDC 3083-94,bacteria
300268,Shigella boydii Sb227,bacteria
622,Shigella dysenteriae,bacteria
300267,Shigella dysenteriae Sd197,bacteria
623,Shigella flexneri,bacteria
591020,Shigella flexneri 2002017,bacteria
198215,Shigella flexneri 2a str. 2457T,bacteria
198214,Shigella flexneri 2a str. 301,bacteria
373384,Shigella flexneri 5 str. 8401,bacteria
624,Shigella sonnei,bacteria
300269,Shigella sonnei Ss046,bacteria
92652,Shrimp white spot syndrome virus,virus
452662,Sphingobium japonicum UT26S,bacteria
392499,Sphingomonas wittichii RW1,bacteria
317655,Sphingopyxis alaskensis RB2256,bacteria
573413,Spirochaeta smaragdinae DSM 11293,bacteria
373023,Spumella-like flagellate 1031,protozoa
373001,Spumella-like flagellate JBNA45,protozoa
11080,St. Louis encephalitis virus,virus
29388,Staphylococcus capitis,bacteria
1282,Staphylococcus epidermidis,bacteria
176280,Staphylococcus epidermidis ATCC 12228,bacteria
176279,Staphylococcus epidermidis RP62A,bacteria
36452,Stealth virus 1,virus
77041,Stealth virus 4,virus
94289,Sterkiella histriomuscorum,protist
1902,Streptomyces coelicolor,bacteria
5949,Stylonychia lemnae,protozoa
651822,Synergistetes bacterium SGP1,bacteria
593117,Thermococcus gammatolerans EJ3,bacteria
69014,Thermococcus kodakarensis KOD1,bacteria
412133,Trichomonas vaginalis G3,protozoa
137419,Trimastix marina,protozoa
77133,uncultured bacterium,bacteria
187300,uncultured dinoflagellate,protozoa
743081,uncultured marine bacterium MedDCM-OCT-S11-C95,bacteria
10245,Vaccinia virus,virus
502057,Vaccinia virus GLV-1h68,virus
436907,Vanderwaltozyma polyspora DSM 70294,yeast
391735,Verminephrobacter eiseniae EF01-2,bacteria
29494,Vibrio furnissii,bacteria
903510,Vibrio furnissii NCTC 11218,bacteria
670,Vibrio parahaemolyticus,bacteria
419109,Vibrio parahaemolyticus AQ3810,bacteria
563772,Vibrio parahaemolyticus AQ4037,bacteria
196600,Vibrio vulnificus YJ016,bacteria
459534,Volkanus costatus,protozoa
4952,Yarrowia lipolytica,yeast
284591,Yarrowia lipolytica CLIB122,yeast
393305,Yersinia enterocolitica subsp. enterocolitica 8081,bacteria
631,Yersinia intermedia,bacteria
4956,Zygosaccharomyces rouxii,yeast
559307,Zygosaccharomyces rouxii CBS 732,yeast
