"NCBIanno","r.squared","Intercept","Firmicutes.coef","Actinobacter.coef","BF.indicator","Firm.coef.p","Actino.coef.p","BF.coef.p"
"AF086350.1",0.702298865512224,1.43803906351246,7.48927373097123,4.24731190792763,2.90719352073059,0.0293797094848443,0.0095198696502259,0.0187721539331085
"AL832759.1",0.675978864634554,0.157021384613487,11.1394722107905,5.47330409147076,4.81549418588986,0.0368144722176769,0.0233460742740011,0.0151586325716733
"AB032966.2",0.692207809004423,5.94863986288729,2.39406052341888,1.10878204933551,0.65921342594675,0.0188153377603366,0.0166037304841126,0.0312617683778863
"BU569836.1",0.640775008156915,2.08958946882172,6.5387665855082,2.63445400143309,2.71186199741179,0.0324390447537207,0.0441634852761238,0.0157198588280462
"AK025217.1",0.606960180680329,-0.118297074467103,15.7712670397405,6.70062183573246,6.4048691546006,0.0425642347607723,0.0473401649598017,0.0234425804042834
"AV704779.1",0.627044344574031,-0.320127219221134,15.3795999290658,7.50227466020121,5.89852974111814,0.039561832780346,0.0260201645034418,0.0272665640381124
"H80547.1",0.634875841726357,0.291416113486954,12.7961578017015,7.31052224969729,4.7698397806392,0.0493923738119747,0.0173862397638793,0.0386276613264509
"AW054710.1",0.616759232851854,0.344516589425097,18.2846890357293,7.69254742378709,6.95550696185254,0.0326629820204629,0.0379454801442845,0.0229245187861078
"AI281465.1",0.593813469984142,-0.461851454419856,15.4729470322929,7.07842673828427,6.06639815011033,0.047747999305859,0.0407361271766614,0.030719336519458
"BC016014.1",0.72546281429862,-0.53720581004873,14.9029190399442,7.32251666797001,6.06672495273169,0.0229558997484611,0.0161938455487801,0.0143465298355896
"AF086242.1",0.621033349987064,0.112161364758942,12.3887831941788,5.98802555420721,5.05228389428105,0.0469552076921778,0.0325381619914102,0.0257767132877893
"AK123042.1",0.769803714989396,5.19124858339920,3.46440336230624,1.92891908497998,1.0621333924572,0.0106581997680346,0.00318886778259838,0.0188436186741942
"AK021686.1",0.62943812664378,1.17967521483153,11.9102102767132,6.22622328374672,4.67775259571913,0.0465327915544707,0.0235616511534059,0.0296490741181737
"AY129017.1",0.713304414353307,2.22620298486771,5.33421228676208,3.84514468252278,1.98395155926437,0.0474738467294409,0.00551433005942066,0.0373436335074472
"AI298921.1",0.626932363760195,0.559500446875849,12.5810098103133,6.38126961784465,5.06942578663272,0.0473781839873873,0.0271916067185478,0.0273305945493777
"AI332676.1",0.623901559435574,0.248090747446078,17.0126275411588,7.32219794863695,6.61126773856534,0.0336453391969538,0.0358628604317348,0.0216603600607812
"BM981968.1",0.727254063546743,3.92851831206189,4.32347486301076,1.46883363463334,1.36339928097507,0.00562337388680372,0.0184243381258205,0.00914255730511171
"AK025552.1",0.660975207614362,0.0485756742312575,11.4800615120750,6.02302679846194,4.60311569562619,0.0381521608675208,0.0184365437817823,0.0218420358303538
"AL832704.1",0.694079274822303,4.93100317275328,3.68274192375526,1.35448112962362,1.29798822035964,0.0107022340429900,0.023037158965982,0.0101032592377014
"NM_000638.2",0.644544402995851,4.28032912507053,3.16065462649193,1.07492192154497,0.85868674518054,0.0155603374917589,0.0429302697841247,0.0422716301117819
"AI608909.1",0.625462237283976,-0.584702392968831,15.0863415014176,6.91891419826451,6.12728354864653,0.0412767989969875,0.0346789766476889,0.0226297647198894
"NM_005219.2",0.888860463721876,2.62245345928533,6.43786259746988,2.69171186231619,2.07882590954821,0.00099653970715073,0.00332118256046036,0.00142916066057579
"BE784820.1",0.740109070566723,13.1081425225131,-8.37148566566913,-4.04510319668152,-2.43400765357977,0.0104570887928734,0.00648437315188636,0.0231551020103456
"AW292981.1",0.65873973017294,1.17523456289524,9.09340584768539,4.75390494510449,3.71627169749953,0.0403908954343578,0.0199943499638843,0.0215137670814367
"W04553.1",0.684733631786316,1.71361094518874,7.94296664582851,4.49889087552749,3.19476091067517,0.0369016744344881,0.0126198530548445,0.0207677027131315
"BU568327.1",0.739226905715428,3.85604473658511,5.57159200885957,1.88357187226362,2.10740699732331,0.00668978288676239,0.0217960267364070,0.00439543430224075
"AW083777.1",0.639110835748959,-0.534247818180491,14.7149313199166,6.64663488556693,5.99285583363427,0.0364332408494263,0.0323105793365593,0.0194157506951075
"AW574823.1",0.644336122483505,-3.37519979944284,23.2124748579886,7.85598028788232,9.33522789267048,0.0418148567134556,0.0394544648040710,0.0312737327497664
"NM_018273.2",0.718378238023542,7.22066760367878,-1.65418544151587,-0.60703083398469,-0.5312245710733,0.0071944059953182,0.0163389744394165,0.0105977699294128
"AF246230.1",0.682053773251989,-0.47110469142193,12.1741442334805,6.28435748897549,5.491290337428,0.0435261187032005,0.0229794882208467,0.0153633994720538
"AK024887.1",0.685049637929711,-0.364350038884547,11.9341923118298,5.85173966832006,5.22325401431653,0.0353466775271896,0.0225170139361282,0.0136656023808714
"CA867951.1",0.784268821631887,3.36310917326615,3.98432089194804,2.43332789607011,1.47226825794616,0.0132927113717987,0.00250941350371601,0.0100949782891268
"AJ606328.1",0.684844868299146,0.92752148196608,9.42553369187263,5.22910112938532,3.62249384993404,0.0321216383306127,0.0117428501913924,0.0215731948168539
"NM_002157.1",0.663036149713421,-2.88477888202369,16.5392847228587,7.50551522040059,7.46802455123961,0.0426829287249746,0.0373646660812804,0.0149290570954891
"AW073995.1",0.68666887560331,-0.0370454572397825,11.0277416745945,5.81677758371352,4.80994121161599,0.0389394046807426,0.0184482752324646,0.0155758619994746
"N29850.1",0.6195871290886,0.0324636605608993,13.3490602159568,6.09632168516824,5.53149900475863,0.0454094719470781,0.0389097469205005,0.0232358420464492
"AI967927.1",0.660057948028952,0.764504283404926,13.9285094624408,5.88633524183512,5.3847798686582,0.0235749686954498,0.0271805809840567,0.0150532425856600
"NM_001200.1",0.741212508266285,2.14093693094392,7.90157690731971,2.53385437963465,3.27792597559599,0.00909274372155198,0.0346164855850063,0.00377301492601195
"NM_024861.1",0.614557281633197,4.55867124371272,3.4500358363036,1.49730754310329,1.45379608452133,0.0462742256388134,0.047679357592243,0.0221559230171448
"NM_002568.3",0.80311379078529,3.06676683620136,6.3764839592176,1.74859247897362,2.12899332070924,0.00143532280127862,0.0154665412115374,0.00181584641553257
"BC011648.2",0.674373951349538,0.323739338680217,10.3746199090656,4.97163551827412,4.6492708876505,0.0406448005432246,0.0287699112510538,0.0145423651827007
"BE043544.1",0.640961473907238,-0.317653874472453,16.8570225978448,6.82819120341394,6.43956157548636,0.0253522876686841,0.0343864217731131,0.0171563939612836
"R63743.1",0.652834617184681,3.95157579899319,4.99370799374886,1.60801599571874,1.47474715526522,0.0122601212066868,0.0431978628055127,0.0250019612853328
"BC017828.1",0.624818787556832,0.609259543988719,15.0489119491150,7.41665844232202,5.41934436800011,0.0369667068196978,0.0231603786105712,0.0325088478231768
"AA709148.1",0.687204587303441,2.08867328822622,7.42533329505269,4.04154936728367,3.29821337411901,0.0433008886814632,0.0182617212315323,0.0163365742021629
"AA872567.1",0.721021777400081,0.0241490560934983,11.0633846510488,5.31078386252849,4.85742368430626,0.0246041756547394,0.0166477224177575,0.00877295112423694
"AK054812.1",0.635657734325382,-0.694252678767684,15.2998058602244,6.76334742235591,5.52987642667525,0.0273765208030275,0.0263062654441621,0.0235165146795095
"AA436084.1",0.712354412177456,-1.05324429583244,13.5081900732155,6.12558506726269,5.39693634593434,0.0175552657606790,0.0150251403457461,0.0093867685458904
"BM542567.1",0.672910382933277,6.55649426487438,2.18916972547425,1.04531039372544,0.946962355844537,0.0362023091296233,0.0257655268188102,0.014818678342155
"AK023865.1",0.764693418119833,1.54601328731826,7.336267125567,4.30042286228855,2.77124014750795,0.0156243712154708,0.00378999428046555,0.0107841173831228
"AA421760.1",0.653622000673131,0.580498312553497,9.59895220306545,4.92982358574183,3.85092490228608,0.0389212991893648,0.0206576579367748,0.0222869671149496
"BC034941.1",0.658995742987736,0.111413397592431,12.5232005515077,6.09987526017456,5.51966212262121,0.0445476520829605,0.0298091064771535,0.0174907202159737
"CB998838.1",0.620799973635268,-0.223116371165445,13.2305146930901,5.88423342498283,5.72395757272454,0.049632981494638,0.0469207372134217,0.0215701247798794
"BC038455.1",0.609675643533527,-0.0969490018395975,15.6296987680198,7.06961452267236,6.07752502647371,0.0408455677699811,0.0361485100107964,0.0267173027745752
"BI037190.1",0.802075247905695,1.58262013905247,6.94518173520121,5.56219917623023,2.91988120350662,0.036855924696286,0.00314721767423216,0.0210906130108184
"BQ007080.1",0.721051373804986,5.33187641320333,3.17188123924454,1.79655749632884,0.97251789456737,0.0199502205186182,0.00603831115901541,0.033338052747897
"AI401580.1",0.697822753692281,-0.256674583516827,11.2263691974736,5.80324221804383,4.88170008353444,0.033726935533446,0.0170660591094412,0.0133096957248978
"AF244577.1",0.695069636827995,4.88102025170649,2.27945746503332,0.857085074157136,0.65683687705315,0.0101130449746289,0.0199660692556023,0.0233319246182998
"BM768581.1",0.603217598649708,-0.870410928069898,13.5126464575091,5.87356209414596,5.57708942722394,0.0473332612687011,0.0484977000684201,0.0247785609613003
"AA825581.1",0.615576561551265,-0.0831457103787757,16.4356387420776,7.39343290642,6.1873255218775,0.0360088455229216,0.0324351490318531,0.0265521824418590
"AI821706.1",0.939209653946576,4.62090673829705,2.40399448822663,1.00725095427950,0.652553387279559,5.87143542641901e-05,7.77564181243683e-05,0.000282700314347384
"AA682433.1",0.711423463944007,0.78532022463417,10.2101297737683,4.28024765774513,3.98506100608831,0.0143089927943919,0.0173084819351511,0.00840755689616315
"CA434091.1",0.705433899761619,0.791568750019193,10.2647421661455,3.89351535064844,3.59624430675236,0.0175267446714987,0.0329208723834650,0.0182856411744506
"CR746108.1",0.687410497637165,4.82379650431102,2.99236898624413,1.11797063328424,0.818063919710784,0.0115143701428610,0.023041443929815,0.0321753869329241
"NM_032564.2",0.735273339530911,3.79958475120095,3.96115932327316,1.43500876134232,1.72189113432430,0.0138368205899545,0.0306620963061016,0.00473621426669408
"BC003643.2",0.731627078104962,3.71088199011991,4.02769736710411,1.21136433935253,1.65935667809578,0.00937671404555866,0.0449166557047955,0.0040465529165671
"BG479142.1",0.656928380719201,0.773970223995773,8.83714709915365,4.41782582769696,3.87098433901261,0.0461523214908866,0.0279722630754710,0.0187494933933419
"BX094357.1",0.700016827878291,0.780959398392186,10.7052850427461,5.66990265755829,4.33587225057938,0.0282118582088034,0.0124814724553229,0.0149090499083944
"NM_001001702.1",0.768496799027012,4.52121662358715,3.63784232283695,1.79674699164568,1.07626055434510,0.00762524500484388,0.00414452690320567,0.0162266541334953
"BC007923.2",0.602196514905724,0.344057110968622,13.7588762249943,5.28801879642686,4.43969091748149,0.025223062892381,0.0416283453750612,0.0340299380297509
"NM_016095.1",0.608314696917775,4.37496106749676,2.59652257071100,0.942652229608833,0.800477409250014,0.0217107295301625,0.0448448801757159,0.0352475645661753
"BC025328.1",0.658470836120252,-0.0500095281189402,14.0545089875688,7.30881654980383,5.34543602193814,0.0342729121011685,0.0169339139557706,0.0241573986802719
"BI490919.1",0.656946636702677,-0.190576255082723,12.7870335888625,6.6731429126987,4.63924791400406,0.0324474090309293,0.0156616451926264,0.0275972293016245
"BE674553.1",0.629906162398791,1.44848042772221,10.2080447007118,5.2529992838846,4.05406607454987,0.0460462555797851,0.0248290217945898,0.0280420653121776
"NM_014042.1",0.662237947431571,4.99739078082389,2.25074585790755,1.18140719089148,0.7817426115542,0.0298875991630096,0.0138916359856471,0.030166835690332
"AI394502.1",0.627297068293648,0.535812727517263,16.6375973210284,7.09249030133694,6.18811532116443,0.0290874490887155,0.0322444703991178,0.0222487502574468
"AA954762.1",0.690639991985414,4.89425678032965,3.12524236116842,0.9717355865582,0.944929334085602,0.00773378783526133,0.0342613976970648,0.0149293965871604
"BC015108.1",0.636530731766186,5.12339866139107,3.46116655475506,1.50692221086591,1.0901565787682,0.0233457748321624,0.0238587342594602,0.0347233142637011
"R49002.1",0.57042015367792,-1.03175536139509,17.2720251786416,7.59265751563404,6.31242432537706,0.0462257003393372,0.0455160370460099,0.0387584990275443
"BG716392.1",0.606870414213478,0.111178007350648,15.7923278984033,6.8750686464029,6.17122336175153,0.039754398025508,0.0405465846668616,0.025420706467676
"NM_005345.4",0.671762933487274,-1.70027084148748,16.50809626901,7.39674311504096,7.86900308809402,0.048481254661511,0.0446153221364025,0.0137446382242142
"AF086232.1",0.626821125903727,2.59849468751539,7.98227180088855,4.06539300008545,3.21211653349846,0.0476230403065687,0.0269046674278670,0.0276374263597854
"AW964150.1",0.629254446292521,1.01421993975685,11.9058645796739,5.78211756904641,4.96005768516697,0.0470786610890532,0.0320360023078628,0.0236994878635297
"AL039516.1",0.609728089502002,0.398593238421308,13.3423670252545,5.38974663952291,5.24700366659405,0.0354854898261961,0.0475662132459769,0.0218510016638379
"AV741306.1",0.7844573553374,1.99829594725306,9.167268089614,2.85788659575197,3.26610184734942,0.00261635529710725,0.0141486070960625,0.00230719598961669
"INCYTE UNIQUE",0.785147304425502,10.6610963588945,-2.28727047065157,-1.59486495139787,-1.18146236914848,0.0437246983039121,0.00580417991684946,0.00824550607017422
"BQ030086.1",0.754589704132656,2.00173077323182,5.84359652420269,3.30430229877313,2.78572075508444,0.0313273203475895,0.0104287517311956,0.0079010107936704
"BQ028015.1",0.693445955924596,-1.37869407601475,17.5384216435399,6.09194525087925,6.77342111777405,0.0127250445683176,0.0335900153480474,0.00780355630691367
"BG564157.1",0.659991115675521,1.380344396326,9.17253379719507,4.88925632481128,3.81116783588395,0.0432393155347866,0.0199356809608238,0.0217096359500837
"AI355232.1",0.700584759265046,2.20638181129005,6.77757334839349,3.89929801969949,2.55418051707767,0.0293958414365122,0.00889586978276394,0.0212962121946558
"W70168.1",0.623823722634976,0.619998619698173,13.6669261743662,6.2457472538876,5.31779088579407,0.0372519021835453,0.0315991073362736,0.0240867398656176
"BC015688.1",0.825214110659282,8.26816940735927,-1.46103884445123,-1.33421522165170,-0.452787125801711,0.0293275649109313,0.000738029272289985,0.0453967672316789
"AW629564.1",0.608128954580648,1.01859530617802,11.2442553806620,5.23457878425857,4.58547119577212,0.0486958754255367,0.0389933145940341,0.0268753152149685
"AK026882.1",0.650047844663625,1.06080158560318,8.25989530132718,4.63747090340165,3.3360117272667,0.0485168496742881,0.0183360768554755,0.0278180837917834
"AK096227.1",0.641545330293222,5.89878956221353,2.23614434399086,0.816315077546164,0.80475543073176,0.0187785684981582,0.0387948943066818,0.0162621766925603
"BU677295.1",0.696920099487298,-0.383153281895205,16.5290473722043,6.4484505286692,6.04391063578852,0.0123733775650330,0.0205287680208569,0.00984896627449372
"BQ708239.1",0.596983134295344,-0.203461779222035,15.7721952696694,6.93629154764231,6.45028835188928,0.0490215704354185,0.0482082530852615,0.0267745165471422
"AF085993.1",0.608461766993107,-0.282994208709026,16.0585194941061,7.2994260026322,6.48552329018368,0.0456558999457204,0.0398114204518612,0.0259659255482807
"NM_006137.6",0.630672246439907,4.16265445779162,6.08662541825989,2.95124468149022,2.43277096831105,0.0416912718281983,0.0282284578053301,0.0244478073276376
"NM_005567.2",0.725637055765333,-1.13850256899172,15.9075951240606,6.58374987102724,5.04384742049429,0.00833081143021974,0.0108632066028861,0.0129157142785789
"BQ026216.1",0.61265804702847,2.35492120215533,6.37516265921613,2.83484494424250,2.67417952259005,0.0477761428334643,0.0451678793477854,0.0234397468046035
"BX108544.1",0.751465128088611,8.23184402742254,2.96142652006168,-1.21226450136633,0.908930890293485,0.0307477715081563,0.0396406459365328,0.0490177153036864
"T87879.1",0.671380340344546,0.267137172026036,10.8930398711873,5.71499867902467,4.63059279701617,0.0406784968291326,0.0198574472095540,0.0183505823403382
"AK128036.1",0.66514441140147,-0.206210614762540,12.2078771021884,5.96834055844411,5.31228767779619,0.0408691182879756,0.0267237629475357,0.0166721874573253
"BC038553.1",0.624760842317634,0.988262579053383,12.8365309912691,5.86156652604327,5.30025393883023,0.0431958330303069,0.0369584922881618,0.0222582098847903
"NM_005129.1",0.777785369557157,7.4562971600264,0.94372763098607,-0.510579641049442,0.32870901018015,0.0425667554171927,0.0183637561484979,0.0424963694398683
"AI658842.1",0.642613794891546,0.668691139495423,16.8600399171511,7.42164733260301,6.5853805774151,0.0302425007171073,0.029571898186444,0.0188670476726500
"AL134698.1",0.6151087246144,1.75860045346763,13.1785931067656,5.63980890839108,4.93644971488682,0.0328737228366939,0.0358160549122979,0.0245927515854497
"AI363185.1",0.654283972135427,4.16570692155168,2.75074777155054,1.27103037814294,0.963883323540049,0.0381307612114981,0.0337274062718219,0.0395368559772757
"AA525236.1",0.614394646728456,0.345895508660668,15.6801045122049,7.142937950207,6.18647023351179,0.0412558877479556,0.0355577881202758,0.0254729553919726
"AV699321.1",0.689202840151905,1.24703921902756,7.95466373740284,4.22833916228625,3.53888366482897,0.0410821235965647,0.0189975853835231,0.0152194934182726
"AK095484.1",0.709653526117456,-0.765815832999592,12.3717826305527,6.1982119770647,4.9302716236487,0.0218654160890435,0.0120901534716413,0.0120902206756469
"BF514985.1",0.800614100134867,5.73772735683255,1.82076703344653,1.36770628786681,0.531385389427654,0.0202155855296108,0.00135037256179584,0.0405882753010920
"H55779.1",0.635538121270261,1.42645020117275,15.6812503071931,6.98906788430851,5.6933577727808,0.0439921514821924,0.0404999254587298,0.0376280177375931
"AI733705.1",0.638911184437505,0.250769883963795,12.964812125518,6.35929166746644,5.30933415335543,0.042408179373578,0.0274677726656841,0.0225513208369907
"NM_014370.2",0.708596578460681,15.106876001168,-8.70761323475311,-4.95225968586298,-2.81289073623238,0.0229769856362645,0.00699561822446555,0.0310373663614602
"BI492336.1",0.617780724797093,0.408947145313339,14.8100174016079,6.5569599039401,6.03023539788667,0.0418324835839559,0.0401120293573937,0.0227376665291564
"INCYTE UNIQUE",0.789227016310522,8.20556892307346,-2.44755009113293,-1.11614779061805,-0.707184152680426,0.00457301875936485,0.00369240050076243,0.0114011319693401
"AW235269.1",0.623770584601755,-1.51633728113933,17.3471744509530,7.35649086139693,6.83778849515258,0.0341838571935937,0.0385004062715777,0.0207646959648393
"BC063507.1",0.758010673211034,-2.03197091138047,13.8556452999492,7.1089808981485,6.9679170206235,0.0324758719047570,0.0168919287503672,0.00635777166286801
"AV764575.1",0.651359481234179,0.115892563918483,14.8904709178907,6.72531020996215,5.79390956240318,0.0290228104884870,0.0255944237692839,0.0183363519746058
"AI130888.1",0.66335016007494,2.73872055255663,8.38730964680823,2.95476185068650,3.33974678431061,0.0195506257687170,0.0456901932133801,0.0107314277980021
"AI733370.1",0.609777962439074,0.541643040063636,15.1876322424467,7.18355979945643,5.84214728792305,0.0430003632958609,0.0321696457479616,0.0295037042444373
"H61754.1",0.640636779764093,0.244143867000494,13.8509240188990,6.46390808616086,5.44719600645794,0.0345791676908028,0.0269108803886,0.0212329545560731
"AI056666.1",0.649617003723282,0.421242959693698,14.2018655949427,6.71989822145282,5.27246780028993,0.0290361453792070,0.0211322052529224,0.0223780635029835
"BG221105.1",0.934468704873111,4.99117957311812,3.09329273479770,0.656092619277279,0.90759140174629,9.67515658435385e-05,0.0059155425024193,0.000291733703855272
"BU579670.1",0.652964912272471,0.491224396954712,11.9085920347283,5.62018008528037,5.04718081358657,0.0393019146605795,0.0294775592202451,0.0178535403325461
"AA193241.1",0.745165201953962,3.68172568872162,3.26523986471121,2.45538012710532,1.12652129289574,0.0382661995761238,0.0032499330449754,0.0395746247722275
"AI126942.1",0.662833737865527,5.50731834188487,4.01397918664222,1.27353991778342,1.1960045795414,0.0108057158547364,0.0412813206969519,0.0215314635450781
"AK054922.1",0.660672449346524,0.143890121202717,11.5991851603224,6.13721147823872,4.89109087738709,0.0440838504862594,0.0210397229654595,0.0208713151754802
"AK054987.1",0.612237699968976,0.514840806480563,15.6797280078796,6.6915822640058,5.95962652792434,0.0345842880432611,0.0380348378051433,0.0244593404269483
"INCYTE UNIQUE",0.821809099203782,5.22142956649601,2.13142577950265,1.22913615122558,0.561539228842514,0.00612147085359249,0.00139852703062887,0.0220388148245064
"BF055999.1",0.808130123352395,4.61309757786903,3.02125790144127,0.839210933741508,1.00636213613332,0.00132249609984158,0.0136930623901265,0.00169761047580426
"N52853.1",0.802085470497753,5.06361987916427,1.9463730081568,1.12458855948487,0.487794718912588,0.00897944250478075,0.00214354506730447,0.0366385517548202
"NM_014191.1",0.73885598107057,8.71383682693584,-3.26563122928806,-1.12778542574065,-1.04928468502510,0.00500407513647762,0.0155167347584443,0.00747449250925298
"NM_002086.3",0.623640357918461,1.27494451548287,16.6336518532787,6.65035546263786,6.68026405399797,0.0332937655409699,0.0464991126894505,0.0186230155364998
"AA876414.1",0.706866493243934,1.64717032905518,7.32747019132909,3.65239725942347,3.35744825096677,0.0351483366724744,0.0208929513917304,0.0110008618340879
"AA605075.1",0.649104706326202,-0.580614045134831,13.2210326388982,6.86554809156068,5.50908343906345,0.0452693128875625,0.0234577845638887,0.0226245284469424
"AI707455.1",0.619844892421151,0.689172616829155,13.0043656081156,6.40167995948307,5.09824410346384,0.0445388655911824,0.0285827014850726,0.0284468558994205
