name	log.BF.FF.2.	p	q	log.BF.2.	log.FF.2.
PRG3	-0.0906949662125598	0.656171860757884	0.544174196747199	6.40660121057016	6.49729617678272
SDC4	0.6458090799746	0.0900956927507739	0.234717307949611	6.20806529784304	5.56225621786844
IL1B	0.353602806049206	0.711602403918422	0.554204225196979	8.21461730042225	7.86101449437304
ITPR1	0.931772595099438	0.178094282579817	0.293977945510411	7.54176424368476	6.60999164858532
FYN	0.277262817953495	0.208611784576151	0.317491807162399	6.86812062114458	6.59085780319108
FLT3LG	-0.113607805031854	0.435970158340168	0.442809441116839	6.16174823694179	6.27535604197364
WASL	-0.151203154451437	0.160796789271336	0.283767326250575	6.72178320448066	6.8729863589321
HLA-E	0.56696174339885	0.156754802687949	0.279219363959828	8.02439656664855	7.4574348232497
KLRF1	-1.58088080087958	3.1462706023692e-05	0.00252457266427677	7.71442238782555	9.29530318870514
FCER2	-0.105339018624175	0.501164352193297	0.481152393920063	5.9492042226647	6.05454324128888
ICAM1	0.341073814083709	0.167739851226113	0.287079633338241	8.7024062648844	8.36133245080069
FGB	-0.171020744186881	0.341393308658845	0.392456372247597	7.60354547140587	7.77456621559276
C8B	-0.192189357566757	0.338928188651950	0.390742142979321	6.00564404982292	6.19783340738968
TBX21	-0.369516127586770	0.191956632924469	0.304512745412941	8.0228653855664	8.39238151315317
TIRAP	0.283234064311678	0.101614128223725	0.247076794738043	6.00155616953133	5.71832210521965
PLSCR4	0.0962031660619465	0.729482113919745	0.561630780234515	6.44587948665613	6.34967632059418
MSRA	-0.0733173102516496	0.66606782350719	0.544174196747199	7.2054397595225	7.27875706977415
CD59	1.21407474074917	0.0536732713833456	0.207134017478535	7.26911421692135	6.05503947617218
IRF1	-0.405654994393587	0.0280163158805513	0.202615805639396	5.79024415432924	6.19589914872283
CLEC2B	0.00696366466181697	0.971536490930188	0.624649411314856	6.16379105713464	6.15682739247283
IFIT2	0.0390862904915252	0.911522093606773	0.611382715508176	6.20845619677799	6.16936990628647
GSTA2	-0.112808527851779	0.365314327157567	0.401546317942167	6.24730040087112	6.3601089287229
ANXA8	0.0345428342918144	0.867651623134106	0.600737148010285	6.20063899335537	6.16609615906355
GAB2	0.143588633273187	0.257655917401583	0.340567740272256	6.72268011117125	6.57909147789806
CCR8	0.257722169865237	0.251365866224524	0.336848244046115	6.14503400344592	5.88731183358068
HS3ST3B1	0.550985996684507	0.231476948943189	0.325844516808549	8.11009078985248	7.55910479316797
HSPA1B	1.25394346086514	0.0103644095823811	0.173258732453382	6.6773643286298	5.42342086776466
PLAT	-0.18212308592046	0.211965434296782	0.317491807162399	6.60351696769234	6.7856400536128
CIITA	0.0846252631988706	0.589857989531437	0.523025857832405	7.07325247671575	6.98862721351688
FYN	0.339006930700935	0.0614026973260996	0.218007188092774	7.7615504228726	7.42254349217166
CRB2	0.417154643183769	0.0996508370058189	0.24669394108233	6.49222589568168	6.07507125249791
NFKB1	0.942820099752744	0.0354009197445134	0.206722444907012	6.57929163911127	5.63647153935853
LITAF	0.82997164091235	0.133058979610193	0.270142003480056	6.34404390554058	5.51407226462823
CD74	-0.112140060263095	0.644850648019431	0.544174196747199	7.46165172786603	7.57379178812912
LRCH1	0.0153106569948882	0.928707871025194	0.612798995497549	5.94432012987214	5.92900947287725
MSRA	-0.0853617761461383	0.757073568039539	0.568687598624874	6.83054788922268	6.91590966536881
PPIF	-0.220749147570118	0.155494641939351	0.279219363959828	7.31584014609619	7.5365892936663
TNKS	0.322850195414354	0.211077143026727	0.317491807162399	9.30112349377861	8.97827329836426
GADD45A	1.35102801358935	0.0447942066579561	0.206722444907012	7.04234869465344	5.69132068106409
DNAJA4	0.984832590341902	0.131216125120297	0.270142003480056	7.15434107676868	6.16950848642678
C7	-0.295308249525695	0.567450255793409	0.515497541445834	6.91089257926288	7.20620082878857
XCL1	0.729300515155295	0.0191676120148089	0.202550985534327	7.90016371477658	7.17086319962128
DAPP1	0.432709537918541	0.0474097302431482	0.206722444907012	6.96074134777574	6.5280318098572
ABCC6	0.462434509571185	0.268337514649723	0.348405274320598	6.95353907262029	6.4911045630491
NFAT5	-0.142179920755595	0.685458294083217	0.550764602500552	7.7971329497944	7.93931287055
GIMAP8	0.298468980126943	0.139028661983619	0.270142003480056	6.17129317285874	5.8728241927318
CXCL1	-0.259860365955621	0.0822904736179284	0.231883011387140	7.76738624459884	8.02724661055446
TFPI2	0.186605409394903	0.221015283743671	0.322441862269043	5.90240942131073	5.71580401191583
SLAMF6	-0.140839035844345	0.283208060402980	0.358433138332604	6.7189834455871	6.85982248143145
ULBP1	0.65253278016406	0.0842322104499495	0.231883011387140	7.93805684916308	7.28552406899902
IKBKAP	-0.180793412120351	0.179522557852357	0.293977945510411	5.74915540490951	5.92994881702986
OASL	1.02098196528845	0.139345980268783	0.270142003480056	7.00853421872074	5.98755225343229
MOSC1	-0.439975127812615	0.0323591464164985	0.206722444907012	6.25362347218808	6.69359860000069
SP2	0.0398873084297184	0.832133597808801	0.596165496833564	6.4398409912226	6.39995368279288
XRCC5	0.0140378432675741	0.932712782309426	0.613451031299416	6.20459938408074	6.19056154081317
CXCL2	0.145087342414204	0.781224514100477	0.576154250580124	6.35030101791976	6.20521367550556
CRNN	0.0439486423549162	0.770956014847329	0.570679302655038	6.42577001304992	6.381821370695
HSH2D	1.19492866950099	0.00694514723777152	0.154799929837322	6.84058280923321	5.64565413973222
SRC	0.0564643385091408	0.828042595813178	0.596165496833564	6.94020012300624	6.8837357844971
CCL18	0.0454722864151638	0.831828388347128	0.596165496833564	7.67605505081234	7.63058276439718
EPHX1	0.00615558656564108	0.970090396798918	0.624649411314856	6.37183587369689	6.36568028713125
HSPB8	-0.459456098268793	0.0244671115786855	0.202615805639396	6.35694698986199	6.81640308813078
SWAP70	1.10977919360202	0.0496072795043776	0.206722444907012	7.14557362803067	6.03579443442865
NDST1	0.296550823504194	0.0852669005130536	0.231883011387140	7.33663354195273	7.04008271844853
FOSL1	-0.274478603227126	0.124854434119606	0.270142003480056	6.55858718365924	6.83306578688637
GRB2	0.266758910786247	0.0775447364625911	0.231113314417102	6.5684823677618	6.30172345697555
WASL	-0.818900338415349	0.128963478338244	0.270142003480056	7.54407479262633	8.36297513104168
FKBP3	-0.111426015390542	0.611658780805024	0.528875003878713	7.17971569329645	7.291141708687
LEMD1	0.0135630551226109	0.889609682183099	0.609065068535852	6.55911831087507	6.54555525575246
CCL7	0.0403904894542109	0.695284494717128	0.554204225196979	6.65127960070366	6.61088911124945
GSTA2	-0.334563411486964	0.335294685076049	0.3891178376276	6.26086874267841	6.59543215416537
RGS1	0.616334639256194	0.29884991945027	0.370080365967167	6.5212469315056	5.9049122922494
LRRC8A	0.0965887229479971	0.544034830277053	0.509037853223625	6.87699417439492	6.78040545144692
ANTXR2	-0.177965411849770	0.554540923136772	0.510280437410978	6.87141694394817	7.04938235579794
BPIL1	-1.32675816588080	1.43822405069071e-05	0.00144254165580395	8.22945646214467	9.55621462802547
NOTCH2NL	0.705711544801642	0.146480635092804	0.274311392414448	6.80139820527365	6.095686660472
FUT7	-0.117209611649104	0.736709972116623	0.561630780234515	7.09131568498733	7.20852529663643
HLA-DOB	0.0577438217406723	0.765472590161003	0.569060909749241	8.31440667312047	8.2566628513798
LRCH4	-0.0883605546431552	0.699306366962845	0.554204225196979	7.36935292828275	7.4577134829259
LYZL6	-0.288548755251607	0.0229053135915451	0.202615805639396	6.54767375816764	6.83622251341925
TNFRSF8	-0.303647211616385	0.163901850232354	0.28466474463559	8.01480985129463	8.31845706291101
TRAP1	-0.341510895584626	0.244926208858088	0.333371332273864	8.41909181779191	8.76060271337654
VAV3	-0.106314030007139	0.62131756004779	0.533340194348388	6.2363118114333	6.34262584144044
GSTM1	0.596982138387125	0.130846799540769	0.270142003480056	6.45670565241735	5.85972351403022
LMO1	-0.270715085269555	0.118227775489928	0.270142003480056	7.39189620281073	7.66261128808029
IL2RA	-0.0175549088121798	0.922798436663174	0.612097991793409	7.00833314408553	7.02588805289771
IFNA17	0.0414389668389283	0.574344298413797	0.515497541445834	6.58017272576694	6.53873375892801
VTCN1	0.169542554705149	0.420784579227205	0.438491211499436	8.80808449047144	8.6385419357663
CD9	0.0893309562547202	0.756924461245474	0.568687598624874	9.99783806293275	9.90850710667803
IL6R	-0.317184763161842	0.0486043564208105	0.206722444907012	6.94866328347999	7.26584804664183
XRCC6	-0.0945625039004687	0.656888530215353	0.544174196747199	6.10578567164297	6.20034817554344
IRF7	1.11005662710404	0.0928993585345122	0.236062211874388	7.03927915054916	5.92922252344512
MSRA	-0.0679204786839689	0.550987114647611	0.510125822879465	7.0606676819728	7.12858816065677
F9	-0.0142558315427657	0.930193991731124	0.612798995497549	8.16261199165373	8.1768678231965
GAB2	0.434271356318251	0.318619731408749	0.381511949246913	6.40708660579914	5.97281524948089
LYN	0.673573604610515	0.322074140729388	0.383431477691782	7.01971252609325	6.34613892148274
ALOX12	-0.115967909910573	0.456687256197137	0.451288915551872	6.81244923952563	6.9284171494362
DNAJA3	0.934155175684323	0.0788506023108331	0.231113314417102	6.99032300617462	6.0561678304903
MPV17	0.156572153377343	0.3802331186733	0.408980797250729	7.36161752784129	7.20504537446395
CCR7	-0.472176515360625	0.216918537908859	0.319955493945856	8.33891281288385	8.81108932824447
RNPEP	0.105815185735854	0.713975132059242	0.554204225196979	6.60613107194746	6.5003158862116
GSG2	0.382438893868573	0.0466101552426611	0.206722444907012	6.87552603680875	6.49308714294018
NFKBIA	0.808196185314962	0.250146149320588	0.336774628040273	7.0148846520583	6.20668846674334
NR4A1	-0.343379755870140	0.222823695682594	0.322733026964028	6.8981754992673	7.24155525513745
TYROBP	0.966801513209502	0.177046601752789	0.293977945510411	7.48257905313704	6.51577753992754
MRVI1	-0.106365997677840	0.487098766394291	0.4720396676627	6.24001552529829	6.34638152297613
CCL23	0.114351323804164	0.417726430381612	0.436437980770431	7.28252648636101	7.16817516255685
CD1E	-0.0595437050349075	0.698479408014286	0.554204225196979	7.73198124625306	7.79152495128796
MMD	0.0409910019053008	0.821867289740462	0.594631990964957	6.9773991710861	6.9364081691808
XBP1	0.0244798767114798	0.897883113137556	0.610561758321559	6.22181420598658	6.1973343292751
HLA-G	1.53411959038956	0.0946686589193721	0.238875114347988	9.04997676633113	7.51585717594156
LRRC15	-0.227037031131840	0.140313402941548	0.270643517866547	7.73826387418242	7.96530090531426
MICA	1.42083312774388	0.0425466212561968	0.206722444907012	8.07118465938529	6.6503515316414
NFKBIB	0.0550554292523868	0.741145508140703	0.562160915704333	6.47767898954491	6.42262356029252
GIMAP7	0.410483798437387	0.0404757793520353	0.206722444907012	6.43485866904966	6.02437487061227
GADD45B	1.07567016059540	0.0643164735792801	0.220545484308356	6.81170767780506	5.73603751720966
IL28RA	0.555701097921348	0.0253949716824812	0.202615805639396	7.31101314137714	6.75531204345579
HSF1	0.199880698982787	0.336224853999120	0.3891178376276	6.36429147021692	6.16441077123414
C1S	0.114944397335377	0.486527836658309	0.4720396676627	7.32784772703465	7.21290332969927
GBP1	-1.76294530517172	4.16212760250041e-05	0.00278308164873887	8.34060250203743	10.1035478072092
PPIL2	0.0550545385613139	0.736972944361817	0.561630780234515	6.75449027655803	6.69943573799671
C1QTNF6	-0.0109765535376143	0.956233165681646	0.622794685207087	5.86069277953722	5.87166933307483
COLEC10	0.339485453091175	0.272622795517377	0.351692887282142	6.73954308624514	6.40005763315397
IL17C	-0.147197253297134	0.274292938514712	0.352713303453979	6.09884118706323	6.24603844036036
CXCR6	0.077928241881252	0.770246587568641	0.570679302655038	6.31711214490711	6.23918390302586
ABCC6	-0.377235162383937	0.0202004956085860	0.202550985534327	6.14972597252013	6.52696113490407
PF4	0.171753792188861	0.201618883549970	0.311114079016507	6.17252016291122	6.00076637072235
TNFRSF1A	-0.157423290418209	0.464335858211802	0.456597855591769	6.92193433568039	7.0793576260986
STAT5B	-0.0888462118908713	0.573240200998588	0.515497541445834	6.04193934484175	6.13078555673262
LGALS4	1.22214535205934	0.17888935182371	0.293977945510411	8.78529475545975	7.56314940340041
CD1B	0.0786215000154913	0.649344906948288	0.544174196747199	6.5385616082671	6.4599401082516
SLA	0.203991401193734	0.725411934820221	0.559684346117411	6.57110253806965	6.36711113687592
CD244	-0.495278717410127	0.0237943891037322	0.202615805639396	7.22744138454727	7.7227201019574
IRF8	-0.135576884763593	0.452043119766996	0.449875808245393	7.17982931137385	7.31540619613744
SOD2	0.397081086097981	0.124420883407554	0.270142003480056	6.9726408241545	6.57555973805652
MR1	-0.0766356447879994	0.658561081999047	0.544174196747199	6.00729539486179	6.08393103964979
NPTX2	0.150757039666156	0.559797532296167	0.51276535752019	7.39855894968067	7.24780191001452
LTBR	0.561930587871263	0.0468526413256661	0.206722444907012	6.63067059841545	6.06874001054419
CSNK2A1	0.326476983253536	0.119717813897734	0.270142003480056	6.12361675887151	5.79713977561798
BTK	-0.1103871625694	0.665078482171563	0.544174196747199	6.50017601573297	6.61056317830237
PPP2R2A	0.261199371421759	0.178868264624212	0.293977945510411	7.56585848250022	7.30465911107846
CD207	-0.143840369474274	0.375247274374432	0.405148062428008	8.16407700664006	8.30791737611434
IFNA2	-0.0774658295275019	0.710887499622613	0.554204225196979	6.27725709018427	6.35472291971177
ABCB10	-0.896928087168236	0.0834346339932298	0.231883011387140	9.3909448195695	10.2878729067377
MAPKAPK2	0.209322208725777	0.360513792539808	0.399553667525873	5.85254075367265	5.64321854494688
CNIH3	0.0328609278566203	0.836172533473746	0.596579034117517	5.92272546699443	5.88986453913781
MSRA	-0.0611806508419965	0.7039191865228	0.554204225196979	6.80153936229918	6.86272001314118
CCRL2	-0.126649933406124	0.656193927917188	0.544174196747199	6.17588875742802	6.30253869083414
NFATC3	-0.213571120593481	0.165237676712234	0.285747804673303	6.15338490968651	6.36695603027999
SYK	-0.654224994796420	0.0123369763338554	0.18065339791566	5.40424362656031	6.05846862135673
PPP2R2B	0.424363740410826	0.297346423918683	0.370080365967167	7.74083671390352	7.3164729734927
HLA-DRA	0.60709223743896	0.190635082644935	0.304512745412941	6.27131402732184	5.66422178988288
IKBKE	-0.0882459736822074	0.622140337647831	0.533340194348388	6.95985312425566	7.04809909793786
LPO	0.062141455627458	0.683467561488230	0.550764602500552	7.65328692607291	7.59114547044546
MERTK	0.602050531413314	0.137581067735415	0.270142003480056	7.0590420633179	6.45699153190458
NFATC2	0.0999691137955843	0.660692932986038	0.544174196747199	5.88796634366423	5.78799722986865
SAA2	0.037990455823353	0.896301843235158	0.610521274422765	6.59907695421876	6.56108649839541
TNFRSF1B	-0.148901068061535	0.568046859393037	0.515497541445834	5.75844354368667	5.90734461174821
ABHD14B	0.0531699180152847	0.702693716076775	0.554204225196979	7.59468699819686	7.54151708018157
CTHRC1	-0.143038175174215	0.295192513323772	0.368945411648549	6.22711852643596	6.37015670161017
MALT1	0.0593181979694792	0.762234886101522	0.568687598624874	6.77892997443306	6.71961177646358
GSTO1	1.06204702819743	0.106456018872466	0.255180227427110	7.37796060752862	6.31591357933119
PTK2B	-0.431210705916451	0.049373565474338	0.206722444907012	8.05454854431644	8.48575925023289
NR4A3	0.111485640856755	0.435924520130292	0.442809441116839	7.5940626386261	7.48257699776934
TMPO	-0.0528850954967357	0.755039517004631	0.568687598624874	5.96498904952299	6.01787414501972
ULBP3	-0.208105401152805	0.362488634819394	0.399725011163444	6.71433557817034	6.92244097932315
PRDX6	0.768904350391986	0.146042632330404	0.274311392414448	7.89684676723737	7.12794241684538
KNG1	0.273808851966685	0.301218286604611	0.370702522376643	5.71274922861650	5.43894037664981
PPIL1	-0.221560342878488	0.144355138438307	0.273185845728564	7.22793614122449	7.44949648410298
S100A9	0.218327862281803	0.762595478558662	0.568687598624874	7.05837279846501	6.84004493618321
PROZ	-0.494441148455626	0.0175525631499618	0.202550985534327	5.49283275924014	5.98727390769577
PDGFRB	-0.0101677392369597	0.950480003880298	0.622794685207087	6.50440226926064	6.5145700084976
IFITM1	1.2815486612714	0.125182798713979	0.270142003480056	8.3860593789791	7.1045107177077
TPT1	1.16243213732338	0.0703107543170586	0.227489774078337	7.14848082461771	5.98604868729433
FCRL3	-0.0609639279674887	0.746100054082825	0.564784811895982	6.7170933683176	6.7780572962851
CD97	0.176491515796085	0.333470731934330	0.3891178376276	7.03251275153006	6.85602123573397
ITPR2	0.0836635932933385	0.662992096673022	0.544174196747199	6.17463899554574	6.0909754022524
LMO2	-0.0383279303990234	0.822582462588919	0.594631990964957	6.07967540902891	6.11800333942794
LTB4R	0.294041678204127	0.169585580177578	0.287079633338241	6.010853580036	5.71681190183187
ALOX12	0.601829128653726	0.123430652529318	0.270142003480056	6.2666756336256	5.66484650497187
GZMH	-0.082945617157801	0.553739271474434	0.510280437410978	6.11775646538089	6.20070208253869
TNFAIP8	1.09171254017723	0.058420529625501	0.210086709201253	6.87679475476504	5.78508221458781
SPI1	-0.066821151689628	0.551829902772685	0.510125822879465	6.55776640871106	6.62458756040068
HSPA1A	1.85055819624302	0.0519676614418435	0.206722444907012	9.73820342625134	7.88764523000831
SLURP1	-0.329026551630751	0.155967700869277	0.279219363959828	6.80328049852916	7.13230705015991
ICAM3	0.783826949017155	0.0515106814681006	0.206722444907012	6.76968739544076	5.98586044642361
IL11RA	0.255505583050573	0.358885189157434	0.399553667525873	6.22272136820722	5.96721578515664
IL28RA	0.540359962718204	0.214456891337935	0.317491807162399	6.3398609909966	5.7995010282784
ILF2	0.423822375980007	0.235354192996952	0.325844516808549	6.80384219524767	6.38001981926766
LRRC28	0.331711982826687	0.35230719355836	0.399553667525873	6.87390680059236	6.54219481776568
ITPR2	-0.396937558139239	0.312852135802051	0.376926522770968	9.04430094753559	9.44123850567483
LRRC7	-0.112063403521557	0.388126520163261	0.412635105724186	7.84407428442587	7.95613768794743
PTK2	0.930533460785827	0.00503569661607228	0.134688372671590	6.84722868984695	5.91669522906113
CD86	0.235100430816299	0.370861281014994	0.403774730469007	7.99715768526835	7.76205725445205
TNFAIP8L1	0.0339051500894127	0.705096761501264	0.554204225196979	6.82955500685613	6.79564985676672
CXCL3	-0.0101718220227029	0.961251330778412	0.623028785166063	6.27761577835067	6.28778760037337
AXL	-0.0298807944564992	0.801289466526953	0.585570104911515	6.49040083671387	6.52028163117037
OTUB2	0.08049671180944	0.605719897907216	0.528875003878713	6.65342737730849	6.57293066549905
PTPRC	0.0826791003630998	0.602965867787012	0.528875003878713	7.48040324643081	7.3977241460677
ABCC11	-0.583326719121809	0.148062786837268	0.274311392414448	5.6038119476494	6.18713866677121
C1RL	0.156566313610866	0.354659590415414	0.399553667525873	5.76647869149228	5.60991237788141
KIR3DL2	-0.0517782306525749	0.715546373301009	0.554204225196979	6.59496828345753	6.64674651411011
MAP3K10	0.162007672268613	0.411011860012435	0.43054384727556	6.65410495383564	6.49209728156703
HSPA1L	0.378241911147273	0.0435116502724539	0.206722444907012	6.85232023685662	6.47407832570935
NFKB2	-0.162060632055229	0.245956415060124	0.333371332273864	6.18385573186058	6.34591636391581
SLC11A1	0.330037082897793	0.073999506276438	0.231113314417102	7.08728514669855	6.75724806380075
SYK	0.296122047601401	0.138785882274732	0.270142003480056	6.34160467090846	6.04548262330706
CLEC4F	-0.108417843420667	0.734444668881285	0.561630780234515	7.73898557918408	7.84740342260474
BLK	0.602681734616564	0.254782296405332	0.33959755863185	6.92959694006342	6.32691520544685
PPARG	1.49452584568453	0.0428768585331786	0.206722444907012	7.29432829234915	5.79980244666462
CES2	-0.0241377365445512	0.903966565125589	0.611382715508176	6.79508192006721	6.81921965661176
LGALS3	1.73608226432869	0.0508266025343775	0.206722444907012	8.7761768011261	7.04009453679741
NKG7	0.278869666992593	0.228853487093863	0.325844516808549	6.27025981863702	5.99139015164442
SERHL	8.7072199851157e-05	0.999633105110071	0.636593043156092	6.4887290485256	6.48864197632575
CCR7	0.170818591957385	0.658608368159819	0.544174196747199	7.18554012305988	7.01472153110249
PVRL3	-0.104221131341081	0.609914909524479	0.528875003878713	6.53102554819729	6.63524667953837
GBP2	-0.647712582765958	0.0280062194614228	0.202615805639396	8.99554574037526	9.64325832314122
IL2RB	-0.119961496718409	0.501299331355855	0.481152393920063	5.86792203082747	5.98788352754588
IL8	-0.482494867930576	0.689999854835365	0.552130531359846	8.77453409308997	9.25702896102054
PPP3CA	-0.146224192161554	0.369205536491213	0.40361188666942	6.17240864887464	6.3186328410362
CD7	0.298812078599378	0.359443851548507	0.399553667525873	8.15829416526722	7.85948208666784
LGALS3BP	0.768600282771489	0.308592851598883	0.374032800256062	8.33365280699022	7.56505252421873
EMR2	0.239457933965141	0.124677201735868	0.270142003480056	6.85490237955272	6.61544444558757
APOH	0.286718084587917	0.346807139570748	0.397540877978351	7.43694682843006	7.15022874384215
AGER	0.38788832386562	0.209388789568014	0.317491807162399	6.15260473674533	5.76471641287971
EIF2AK3	0.120517206361928	0.717608891408051	0.55473077572064	5.88807132181555	5.76755411545362
HLA-DQB2	0.160222188382990	0.713088543951147	0.554204225196979	8.22629930225326	8.06607711387027
MET	-0.0365655317784759	0.850330705591184	0.5985146889698	5.9554193153575	5.99198484713598
ADORA3	-0.286997425226843	0.0102999360438963	0.173258732453382	6.40762051201629	6.69461793724313
IFITM1	0.546645042726817	0.0656524008314312	0.221342829977982	6.98685848148635	6.44021343875953
TFCP2	0.177417224596944	0.712152847030139	0.554204225196979	7.22115255149224	7.0437353268953
CD47	0.281027854105013	0.0473384402650061	0.206722444907012	5.81313348421775	5.53210563011274
IL4R	0.307164048713063	0.166582519152221	0.286837092567127	6.24799015369059	5.94082610497752
GIMAP5	-0.00251153381875113	0.986562518453489	0.631275418117721	6.70232898462025	6.704840518439
PPARA	0.051250341591933	0.87545067238463	0.602850378553397	6.00076197395689	5.94951163236496
EMR2	0.376838808350561	0.053876265160322	0.207134017478535	6.0565811332876	5.67974232493704
SEPX1	0.295594484271324	0.408038858632587	0.42854848933983	5.7881667948729	5.49257231060158
NFATC2	0.872369306452445	0.153561588336305	0.277586653212425	6.95731016393758	6.08494085748514
CCNL2	-0.219546510513529	0.136304494413656	0.270142003480056	7.50823941935724	7.72778592987077
NFAT5	0.129484839936056	0.362661037473961	0.399725011163444	6.41049142955342	6.28100658961737
IL12RB2	0.328239676636072	0.220015094489913	0.322225462656917	6.25848291905303	5.93024324241696
PLG	-0.124116668140251	0.336479516367083	0.3891178376276	6.8917321649818	7.01584883312206
HLA-DMA	-0.180860460775152	0.152089889766323	0.277357217439216	6.47546057447878	6.65632103525393
KIR3DL2	0.146425391137239	0.388773062898222	0.412635105724186	6.68071701191812	6.53429162078088
MPST	0.998236074408411	0.153599480855882	0.277586653212425	8.02837140783187	7.03013533342346
THBS4	0.0397742897511346	0.843891346972762	0.597125038416893	7.46282888970183	7.4230545999507
C1QL2	0.0229505043416722	0.881273073603255	0.604388847862324	7.99132878925146	7.96837828490979
IL1F6	0.193211909794478	0.303865929070476	0.371680666499447	6.37353112357047	6.18031921377599
IL1RN	0.214032944610962	0.22454940334172	0.323118013348063	6.06576633477924	5.85173339016828
GAB1	0.124380523114698	0.685206674964526	0.550764602500552	6.78238843213113	6.65800790901643
GSTM5	-0.157152301287312	0.33654938964996	0.3891178376276	5.90673564564375	6.06388794693106
CXCR3	-0.0194256068725380	0.915853103048472	0.611382715508176	6.83694000729066	6.8563656141632
HSPA1B	2.42144729351333	0.00669635167247246	0.154799929837322	8.79534138469719	6.37389409118385
PPIL3	0.632840371437971	0.302649999462404	0.371325463795735	6.90180021216255	6.26895984072458
ITPR2	0.477400154729152	0.0787382414761123	0.231113314417102	6.74905781838718	6.27165766365803
SARM1	0.512571931553092	0.235881976376859	0.325844516808549	6.9287567507276	6.41618481917452
BPHL	0.0379748135174633	0.84095294178912	0.596579034117517	6.59037467349224	6.55239985997477
ABCB10	1.24425349244905	0.0724028506096546	0.228725060825692	7.54428265250395	6.3000291600549
SIGLEC1	0.180822034997061	0.387679347515863	0.412635105724186	6.31598452661796	6.1351624916209
CD1C	-0.218112050739209	0.245756513223233	0.333371332273864	7.96929845006938	8.18741050080859
CSF3	0.216608146937887	0.278388516878516	0.355407039197214	7.12497531853852	6.90836717160064
F12	0.967005538530835	0.0783211967729948	0.231113314417102	8.21474966233359	7.24774412380276
IL5	-0.456591077820987	0.139380062376922	0.270142003480056	5.45106626873411	5.9076573465551
CD3G	0.359282413196325	0.0764448008699306	0.231113314417102	6.134305101465	5.77502268826868
GSTM5	0.110189075877555	0.524882423631486	0.494326893231713	6.47662675738634	6.36643768150878
ADORA2A	0.481938778680195	0.0275798981870898	0.202615805639396	6.42559084361993	5.94365206493974
HLA-DPA1	-0.280818994930027	0.224700255314527	0.323118013348063	5.81586689144612	6.09668588637615
PRKAB1	0.173441562921171	0.578195029579413	0.517764725950469	7.24879863618388	7.07535707326271
IL10RB	0.94672134623105	0.071396148744822	0.227950208286258	6.52230732723312	5.57558598100207
CCL17	0.177899486455337	0.405659834476961	0.427168127286001	6.19432839548573	6.0164289090304
